item_num,code,address,action,aye_votes,nay_votes,motion_or_resolution,speakers_count,section,meeting_date
9,2024-001873PCAMAP,135 Kissling Street,Approved with Modifications,"So, Williams, Braun, Diamond","Imperial, Moore",21566,4,regular_calendar,2024-05-23
10,2023-006117PCA,,,,,,7,regular_calendar,2024-05-23
