item_num,code,address,action,aye_votes,nay_votes,motion_or_resolution,speakers_count,section,meeting_date
17,2021-003547CUA,243 Staples Avenue,"Continued to November 7, 2024","Campbell, McGarry, So, Williams, Braun, Imperial, Moore",None,,0,continuance,2024-09-12
16,2024-006735PPS,1326 Powell Street,Reviewed and Commented,"Campbell, McGarry, So, Williams, Braun, Imperial, Moore",None,21607,3,regular_calendar,2024-09-12
