item_num,code,address,action,aye_votes,nay_votes,motion_or_resolution,speakers_count,section,meeting_date
10,2023-010059PCA,,Approved with Staff Recommendations,"Braun, Ruiz, Diamond, Imperial, Koppel, Moore, Tanner",,21481,4,regular_calendar,2024-01-11
11,2019-021884ENV,2500 Mariposa Street,,,,,0,regular_calendar,2024-01-11
