item_num,code,address,action,aye_votes,nay_votes,motion_or_resolution,speakers_count,section,meeting_date
15,2024-004321PCAMAP,555 9Th Street,Adopted a Recommendation for Approval with Commission comments to be,"So, Williams, Braun, Imperial, Moore, Diamond",,21591,4,regular_calendar,2024-07-18
16,2023-008546CUA,3433 3Rd Street,,,,,0,regular_calendar,2024-07-18
