county_name,"senate totalvotes, 2020","senate dem votecount, 2020","senate rep votecount, 2020",dem_pct_senate_2020,rep_pct_senate_2020,state,"senate totalvotes, 2024","senate dem votecount, 2024","senate rep votecount, 2024"
cumberland,60720.0,31992.0,26626.0,0.5268774703557312,0.4385046113306983,new jersey,52226.0,25186.0,25441.0
cumberland,145719.0,81001.0,57121.0,0.5558712316170163,0.3919941805804322,north carolina,,,
cumberland,,,,,,pennsylvania,147403.0,64713.0,78178.0
cumberland,30913.0,5908.0,24412.0,0.19111700579044416,0.789700126160515,tennessee,33711.0,6750.0,26421.0
cumberland,5267.0,2317.0,2947.0,0.439908866527435,0.5595215492690336,virginia,5425.0,2164.0,3256.0
cuming,4273.0,509.0,3566.0,0.11912005616662766,0.8345424760121695,nebraska,4403.0,nan,3145.0
cuming,4273.0,509.0,3566.0,0.11912005616662766,0.8345424760121695,nebraska,4384.0,664.0,3720.0
currituck,15946.0,3849.0,11368.0,0.241377147874075,0.7129060579455663,north carolina,,,
curry,14885.0,4260.0,10094.0,0.28619415518978836,0.6781323480013436,new mexico,14708.0,4532.0,10176.0
curry,15032.0,6170.0,7993.0,0.410457690260777,0.5317323044172432,oregon,,,
custer,3594.0,1059.0,2456.0,0.29465776293823037,0.6833611574846967,colorado,,,
custer,2708.0,603.0,1978.0,0.22267355982274742,0.7304283604135894,idaho,,,
custer,5860.0,1865.0,3995.0,0.318259385665529,0.681740614334471,montana,5820.0,1855.0,3818.0
custer,5716.0,531.0,4824.0,0.09289713086074178,0.8439468159552135,nebraska,5856.0,nan,4409.0
custer,5716.0,531.0,4824.0,0.09289713086074178,0.8439468159552135,nebraska,5838.0,632.0,5206.0
custer,10663.0,2454.0,7735.0,0.23014161117884271,0.7254056081778111,oklahoma,,,
custer,5456.0,1483.0,3973.0,0.2718108504398827,0.7281891495601173,south dakota,,,
cuyahoga,,,,,,ohio,553818.0,373529.0,166583.0
dade,14489.0,2390.0,11644.0,0.1649527227551936,0.8036441438332528,georgia,,,
dade,,,,,,missouri,4142.0,770.0,3284.0
daggett,,,,,,utah,544.0,78.0,451.0
dakota,258187.0,,107117.0,,0.41488146188615227,minnesota,255245.0,153609.0,93160.0
dakota,6426.0,2235.0,3951.0,0.34780578898225956,0.6148459383753502,nebraska,5954.0,nan,3082.0
dakota,6426.0,2235.0,3951.0,0.34780578898225956,0.6148459383753502,nebraska,6048.0,1981.0,4067.0
dale,19808.0,5955.0,13653.0,0.3006361066235864,0.6892669628432956,alabama,,,
dallam,1595.0,200.0,1369.0,0.12539184952978055,0.8583072100313479,texas,1425.0,158.0,1229.0
dallas,17940.0,12503.0,5298.0,0.6969342251950947,0.29531772575250836,alabama,,,
dallas,2540.0,,1730.0,,0.6811023622047244,arkansas,,,
dallas,55574.0,25427.0,28727.0,0.4575340986792385,0.5169143844243711,iowa,,,
dallas,,,,,,missouri,8359.0,1642.0,6494.0
dallas,915641.0,560603.0,330851.0,0.6122519633786604,0.36133266203675896,texas,842425.0,531153.0,291528.0
dane,,,,,,wisconsin,363441.0,273696.0,84762.0
daniels,1030.0,243.0,787.0,0.23592233009708738,0.7640776699029126,montana,954.0,220.0,719.0
danville city,19224.0,12519.0,6680.0,0.6512172284644194,0.3474823137744486,virginia,,,
dare,23835.0,9284.0,13581.0,0.3895112229913992,0.5697923222152297,north carolina,,,
darke,,,,,,ohio,26469.0,5307.0,20296.0
darlington,32446.0,15563.0,16456.0,0.479658509523516,0.5071811625470012,south carolina,,,
dauphin,,,,,,pennsylvania,148956.0,77022.0,66949.0
davidson,88188.0,23660.0,60686.0,0.26829047035877895,0.6881435115888783,north carolina,,,
davidson,303038.0,184972.0,106664.0,0.6103920960407606,0.35198225965060487,tennessee,284570.0,178842.0,99802.0
davie,25162.0,6570.0,17415.0,0.2611080200302043,0.6921150941896511,north carolina,,,
daviess,,,,,,indiana,10705.0,1829.0,8632.0
daviess,49284.0,18380.0,28085.0,0.3729405080756432,0.569860400941482,kentucky,,,
daviess,,,,,,missouri,3878.0,858.0,2899.0
davis,4041.0,1167.0,2728.0,0.28878990348923533,0.6750804256372185,iowa,,,
davis,,,,,,utah,166872.0,45688.0,108083.0
davison,8433.0,2540.0,5893.0,0.30119767579746237,0.6988023242025376,south dakota,,,
dawes,3918.0,785.0,2883.0,0.20035732516590096,0.7358346094946401,nebraska,3834.0,nan,2501.0
dawes,3918.0,785.0,2883.0,0.20035732516590096,0.7358346094946401,nebraska,3806.0,884.0,2922.0
dawson,31777.0,4583.0,26498.0,0.14422380967366333,0.8338735563457846,georgia,,,
dawson,4823.0,1189.0,3634.0,0.24652705784781256,0.7534729421521874,montana,4653.0,1259.0,3269.0
dawson,8769.0,1830.0,6460.0,0.20868970236058842,0.7366860531417494,nebraska,8415.0,nan,5556.0
dawson,8769.0,1830.0,6460.0,0.20868970236058842,0.7366860531417494,nebraska,8466.0,1887.0,6579.0
dawson,3616.0,732.0,2811.0,0.20243362831858408,0.7773783185840708,texas,3455.0,688.0,2686.0
day,2964.0,1069.0,1895.0,0.3606612685560054,0.6393387314439946,south dakota,,,
de baca,900.0,228.0,653.0,0.25333333333333335,0.7255555555555555,new mexico,853.0,268.0,585.0
de soto,14336.0,4699.0,9048.0,0.32777622767857145,0.6311383928571429,louisiana,,,
de witt,8083.0,2451.0,5140.0,0.30322899913398493,0.6359025114437709,illinois,,,
deaf smith,4531.0,1150.0,3272.0,0.25380710659898476,0.722136393732068,texas,4225.0,1025.0,3113.0
dearborn,,,,,,indiana,26414.0,5208.0,20655.0
decatur,22768.0,9052.0,13258.0,0.3975755446240337,0.5823085031623331,georgia,,,
decatur,,,,,,indiana,11444.0,2098.0,8971.0
decatur,3740.0,1165.0,2439.0,0.3114973262032086,0.652139037433155,iowa,,,
decatur,1490.0,232.0,1180.0,0.15570469798657718,0.7919463087248322,kansas,,,
decatur,5039.0,817.0,4075.0,0.1621353443143481,0.8086922008334987,tennessee,5318.0,811.0,4410.0
deer lodge,4882.0,2961.0,1921.0,0.6065137238836542,0.39348627611634573,montana,4910.0,2991.0,1820.0
defiance,,,,,,ohio,18464.0,5808.0,11860.0
dekalb,29451.0,5253.0,23940.0,0.17836406234083732,0.8128756239176937,alabama,,,
dekalb,734776.0,598630.0,121434.0,0.8147108778729845,0.165266693522924,georgia,,,
dekalb,47476.0,23423.0,21198.0,0.4933650686662735,0.4464992838486814,illinois,,,
dekalb,,,,,,indiana,18512.0,4429.0,13530.0
dekalb,,,,,,missouri,4761.0,1026.0,3608.0
dekalb,7899.0,1524.0,6162.0,0.19293581466008355,0.7800987466767946,tennessee,9035.0,1707.0,7137.0
del norte,,,,,,california,10301.0,4217.0,6084.0
delaware,,,,,,indiana,43645.0,17590.0,24801.0
delaware,9936.0,3235.0,6454.0,0.32558373590982287,0.6495571658615137,iowa,,,
delaware,,,,,,new york,21825.0,9455.0,12253.0
delaware,,,,,,ohio,130354.0,62398.0,64514.0
delaware,17181.0,3700.0,12829.0,0.21535417030440604,0.7466969326581689,oklahoma,,,
delaware,,,,,,pennsylvania,326457.0,197424.0,121482.0
delta,19305.0,5764.0,13118.0,0.2985754985754986,0.6795130795130795,colorado,,,
delta,20917.0,7827.0,12828.0,0.37419323994836734,0.6132810632499881,michigan,21478.0,7316.0,13601.0
delta,2534.0,370.0,2111.0,0.14601420678768745,0.8330702446724546,texas,2655.0,453.0,2158.0
dent,,,,,,missouri,7025.0,1181.0,5659.0
denton,413189.0,170984.0,231025.0,0.41381546943408465,0.5591266950475449,texas,448459.0,200676.0,237978.0
denver,393102.0,305602.0,80163.0,0.7774114606387146,0.20392417235221394,colorado,,,
des moines,19616.0,9296.0,9468.0,0.4738988580750408,0.4826672104404568,iowa,,,
deschutes,126550.0,65264.0,53285.0,0.5157171078625049,0.42105887001185305,oregon,,,
desha,4003.0,,2299.0,,0.574319260554584,arkansas,,,
desoto,,,,,,florida,12311.0,3378.0,8708.0
desoto,76054.0,31115.0,43171.0,0.4091172061955979,0.5676361532595261,mississippi,77987.0,28914.0,49073.0
deuel,1003.0,104.0,837.0,0.1036889332003988,0.8344965104685942,nebraska,1000.0,nan,724.0
deuel,1003.0,104.0,837.0,0.1036889332003988,0.8344965104685942,nebraska,994.0,143.0,851.0
deuel,2342.0,628.0,1714.0,0.2681468830059778,0.7318531169940222,south dakota,,,
dewey,2354.0,253.0,2045.0,0.10747663551401869,0.8687340696686491,oklahoma,,,
dewey,1946.0,1062.0,884.0,0.5457348406988695,0.45426515930113054,south dakota,,,
dewitt,7887.0,1384.0,6399.0,0.17547863572968175,0.8113351084062381,texas,7750.0,1392.0,6240.0
dickens,958.0,133.0,808.0,0.13883089770354906,0.8434237995824635,texas,983.0,148.0,817.0
dickenson,7203.0,2052.0,5142.0,0.28488129945855895,0.7138692211578509,virginia,6830.0,1929.0,4884.0
dickey,,,,,,north dakota,2430.0,706.0,1722.0
dickinson,11184.0,3791.0,7149.0,0.33896638054363376,0.6392167381974249,iowa,,,
dickinson,9280.0,2235.0,6553.0,0.2408405172413793,0.7061422413793104,kansas,,,
dickinson,14486.0,4881.0,9431.0,0.3369460168438492,0.6510423857517603,michigan,15102.0,4662.0,10076.0
dickson,23621.0,5556.0,17214.0,0.23521442783963423,0.7287583082850007,tennessee,24695.0,5966.0,18144.0
dillon,13096.0,6663.0,6297.0,0.5087813072693952,0.4808338423946243,south carolina,,,
dimmit,3465.0,2122.0,1274.0,0.6124098124098124,0.36767676767676766,texas,3243.0,1849.0,1305.0
dinwiddie,14872.0,6445.0,8414.0,0.43336471221086603,0.565761161915008,virginia,15516.0,6335.0,9163.0
divide,,,,,,north dakota,1200.0,309.0,887.0
dixie,,,,,,florida,8002.0,1169.0,6673.0
dixon,2913.0,501.0,2206.0,0.17198764160659114,0.7572948849982836,nebraska,2845.0,nan,1973.0
dixon,2913.0,501.0,2206.0,0.17198764160659114,0.7572948849982836,nebraska,2834.0,520.0,2314.0
doddridge,3024.0,415.0,2507.0,0.13723544973544974,0.8290343915343915,west virginia,2903.0,379.0,2374.0
dodge,15842.0,4076.0,11499.0,0.2572907461179144,0.7258553212978159,georgia,,,
dodge,11997.0,,6924.0,,0.5771442860715179,minnesota,12303.0,4905.0,6992.0
dodge,15879.0,3408.0,11397.0,0.21462308709616473,0.717740411864727,nebraska,16245.0,nan,9108.0
dodge,15879.0,3408.0,11397.0,0.21462308709616473,0.717740411864727,nebraska,16186.0,4991.0,11195.0
dodge,,,,,,wisconsin,49895.0,16819.0,31928.0
dolores,1428.0,338.0,1064.0,0.23669467787114845,0.7450980392156863,colorado,,,
dona ana,81467.0,46918.0,31698.0,0.5759141738372593,0.389090061006297,new mexico,,,
doniphan,3642.0,672.0,2761.0,0.18451400329489293,0.758099945085118,kansas,,,
donley,1625.0,181.0,1418.0,0.11138461538461539,0.8726153846153846,texas,1670.0,192.0,1453.0
dooly,8064.0,3660.0,4280.0,0.4538690476190476,0.5307539682539683,georgia,,,
door,,,,,,wisconsin,20808.0,10503.0,9942.0
dorchester,,,,,,maryland,16639.0,5837.0,10113.0
dorchester,77238.0,34616.0,41178.0,0.4481731790051529,0.5331313602112949,south carolina,,,
dougherty,69787.0,47786.0,20981.0,0.6847407110206772,0.3006433863040394,georgia,,,
douglas,231565.0,97553.0,130045.0,0.4212769632716516,0.5615917776866106,colorado,,,
douglas,136882.0,84168.0,49762.0,0.6148945807337707,0.3635393988983212,georgia,,,
douglas,8808.0,2494.0,5864.0,0.28315168029064486,0.6657584014532243,illinois,,,
douglas,59479.0,40262.0,16594.0,0.676911178735352,0.27898922308714,kansas,,,
douglas,23782.0,,14775.0,,0.6212681860230427,minnesota,24587.0,10179.0,13741.0
douglas,,,,,,missouri,7199.0,1165.0,5866.0
douglas,240372.0,87608.0,136745.0,0.3644684073020152,0.568889055297622,nebraska,268528.0,nan,111211.0
douglas,240372.0,87608.0,136745.0,0.3644684073020152,0.568889055297622,nebraska,269982.0,142256.0,127726.0
douglas,,,,,,nevada,35255.0,11675.0,22125.0
douglas,65038.0,20707.0,40036.0,0.31838309911128876,0.6155785848273317,oregon,,,
douglas,1704.0,235.0,1469.0,0.13791079812206572,0.8620892018779343,south dakota,,,
douglas,,,,,,washington,20593.0,7892.0,12637.0
douglas,,,,,,wisconsin,24889.0,13119.0,11105.0
doña ana,,,,,,new mexico,83070.0,46715.0,36355.0
drew,6711.0,,4567.0,,0.6805245119952317,arkansas,,,
dubois,,,,,,indiana,19577.0,5436.0,13549.0
dubuque,53080.0,25433.0,26034.0,0.47914468726450643,0.4904672192916353,iowa,,,
duchesne,,,,,,utah,8896.0,790.0,7450.0
dukes,12873.0,9767.0,2859.0,0.7587198011341567,0.22209275227219763,massachusetts,12062.0,8792.0,3260.0
dundy,960.0,77.0,835.0,0.08020833333333334,0.8697916666666666,nebraska,914.0,nan,722.0
dundy,960.0,77.0,835.0,0.08020833333333334,0.8697916666666666,nebraska,913.0,79.0,834.0
dunklin,,,,,,missouri,9864.0,1793.0,7779.0
dunn,,,,,,north dakota,2208.0,395.0,1805.0
dunn,,,,,,wisconsin,25376.0,10795.0,13983.0
dupage,491067.0,264921.0,196759.0,0.5394803560410291,0.40067648610067463,illinois,,,
duplin,22432.0,8689.0,12954.0,0.3873484308131241,0.577478601997147,north carolina,,,
durham,178846.0,138429.0,34152.0,0.7740122787202398,0.19095758361942677,north carolina,,,
dutchess,,,,,,new york,143151.0,78744.0,63715.0
duval,,,,,,florida,463683.0,223191.0,232168.0
duval,4419.0,2458.0,1787.0,0.556234442181489,0.40439013351436975,texas,4177.0,2190.0,1872.0
dyer,14343.0,2734.0,11237.0,0.19061563131841316,0.7834483720281671,tennessee,13854.0,2553.0,11048.0
eagle,28748.0,17902.0,10350.0,0.6227215806316961,0.3600250452205371,colorado,,,
early,10074.0,4396.0,5445.0,0.4363708556680564,0.5405002977963074,georgia,,,
east baton rouge,203954.0,102217.0,95748.0,0.501176735930651,0.46945879953322806,louisiana,,,
east carroll,2868.0,1551.0,1188.0,0.5407949790794979,0.41422594142259417,louisiana,,,
east feliciana,10097.0,3561.0,6206.0,0.35267901356838666,0.6146380112904823,louisiana,,,
eastland,8087.0,910.0,7015.0,0.11252627674044763,0.8674415728947694,texas,8304.0,1026.0,7132.0
eaton,61615.0,29824.0,30604.0,0.4840379777651546,0.49669723281668426,michigan,64629.0,31453.0,31627.0
eau claire,,,,,,wisconsin,62389.0,34382.0,26584.0
echols,2799.0,314.0,2422.0,0.11218292247231154,0.8653090389424795,georgia,,,
ector,43572.0,10682.0,31711.0,0.2451574405581566,0.7277838979160929,texas,42268.0,10620.0,30729.0
eddy,22804.0,5294.0,17079.0,0.23215225399052797,0.7489475530608665,new mexico,22754.0,5979.0,16775.0
eddy,,,,,,north dakota,1216.0,380.0,832.0
edgar,8251.0,2247.0,5568.0,0.2723306265907163,0.6748272936613744,illinois,,,
edgecombe,25318.0,15952.0,8582.0,0.6300655660004739,0.3389683229323011,north carolina,,,
edgefield,13317.0,5104.0,7988.0,0.38326950514380115,0.5998347976270932,south carolina,,,
edmonson,6123.0,1383.0,4408.0,0.22586967172954434,0.7199085415645925,kentucky,,,
edmunds,1987.0,448.0,1539.0,0.22546552591847005,0.77453447408153,south dakota,,,
edwards,3272.0,556.0,2658.0,0.16992665036674817,0.8123471882640587,illinois,,,
edwards,1424.0,267.0,1094.0,0.1875,0.7682584269662921,kansas,,,
edwards,985.0,144.0,824.0,0.14619289340101524,0.8365482233502538,texas,974.0,152.0,800.0
effingham,62261.0,15089.0,45532.0,0.2423507492651901,0.731308523794992,georgia,,,
effingham,18813.0,4128.0,14272.0,0.21942273959496092,0.7586243554988572,illinois,,,
el dorado,,,,,,california,110165.0,45635.0,64530.0
el paso,376901.0,152126.0,212057.0,0.40362323262607425,0.5626331583094765,colorado,,,
el paso,259236.0,164931.0,80021.0,0.6362195065500162,0.308680121588051,texas,244987.0,141826.0,92997.0
elbert,18958.0,4257.0,14340.0,0.22454900305939446,0.7564089038928157,colorado,,,
elbert,18056.0,5388.0,12395.0,0.29840496233938857,0.6864754098360656,georgia,,,
elk,1346.0,230.0,1041.0,0.17087667161961367,0.7734026745913819,kansas,,,
elk,,,,,,pennsylvania,17089.0,4674.0,11931.0
elkhart,,,,,,indiana,69708.0,22106.0,46298.0
elko,,,,,,nevada,22245.0,4439.0,15850.0
elliott,2966.0,868.0,1958.0,0.2926500337154417,0.6601483479433581,kentucky,,,
ellis,13771.0,3904.0,9298.0,0.2834942996151332,0.675186987146903,kansas,,,
ellis,1866.0,187.0,1621.0,0.10021436227224008,0.8687031082529475,oklahoma,,,
ellis,85032.0,25780.0,57078.0,0.3031799793019099,0.6712531752751905,texas,98775.0,35685.0,61020.0
ellsworth,2849.0,715.0,1992.0,0.25096525096525096,0.6991926991926992,kansas,,,
elmore,41145.0,11399.0,29459.0,0.2770445983716126,0.7159800704824402,alabama,,,
elmore,10119.0,2814.0,6797.0,0.2780907204269197,0.6717066903844253,idaho,,,
emanuel,18559.0,5473.0,12797.0,0.29489735438331804,0.6895306859205776,georgia,,,
emery,,,,,,utah,4964.0,474.0,4200.0
emmet,4797.0,1637.0,2965.0,0.3412549510110486,0.6180946424848864,iowa,,,
emmet,22022.0,9216.0,12506.0,0.4184906003087821,0.5678866587957497,michigan,22668.0,9778.0,12301.0
emmons,,,,,,north dakota,1901.0,355.0,1534.0
emporia city,2333.0,1618.0,712.0,0.6935276468066867,0.30518645520788684,virginia,,,
erath,16708.0,2707.0,13564.0,0.16201819487670577,0.8118266698587503,texas,18178.0,3126.0,14672.0
erie,,,,,,new york,429026.0,243986.0,182668.0
erie,,,,,,ohio,38695.0,17856.0,19343.0
erie,,,,,,pennsylvania,136842.0,67868.0,65603.0
escambia,15931.0,5400.0,10417.0,0.33896177264452954,0.6538823677107526,alabama,,,
escambia,,,,,,florida,161721.0,60111.0,98502.0
esmeralda,,,,,,nevada,458.0,72.0,345.0
essex,424599.0,267678.0,145898.0,0.6304254131545294,0.34361362132270684,massachusetts,394778.0,228303.0,165907.0
essex,335069.0,260604.0,69750.0,0.7777621922648768,0.20816607922547295,new jersey,299887.0,216580.0,75420.0
essex,,,,,,new york,17827.0,9588.0,8173.0
essex,,,,,,vermont,3352.0,nan,1677.0
essex,6113.0,3194.0,2917.0,0.522493047603468,0.477179780795027,virginia,5938.0,2858.0,3072.0
estill,6537.0,1515.0,4783.0,0.231757687012391,0.7316811993269083,kentucky,,,
etowah,47869.0,13145.0,34351.0,0.27460360567381814,0.7176042950552549,alabama,,,
eureka,,,,,,nevada,1020.0,107.0,825.0
evangeline,14375.0,3156.0,10683.0,0.21954782608695653,0.7431652173913044,louisiana,,,
evans,8338.0,2499.0,5704.0,0.29971216118973376,0.6840969057327896,georgia,,,
fairfax,595270.0,415791.0,178395.0,0.69849144085877,0.2996875367480303,virginia,582104.0,393906.0,186266.0
fairfax city,13327.0,9179.0,4134.0,0.6887521572747055,0.3101973437382757,virginia,,,
fairfield,,,,,,connecticut,440426.0,265597.0,168556.0
fairfield,,,,,,ohio,82122.0,33032.0,46366.0
fairfield,12139.0,7463.0,4556.0,0.6147952879149847,0.3753192190460499,south carolina,,,
fall river,4002.0,993.0,3009.0,0.24812593703148425,0.7518740629685158,south dakota,,,
fallon,1576.0,235.0,1341.0,0.14911167512690354,0.8508883248730964,montana,1495.0,256.0,1200.0
falls,6039.0,1787.0,4157.0,0.29590991886073853,0.6883589998344096,texas,6266.0,1782.0,4351.0
falls church city,8776.0,7016.0,1750.0,0.7994530537830447,0.19940747493163172,virginia,,,
fannin,29257.0,4829.0,23906.0,0.16505451686775816,0.8171035991386677,georgia,,,
fannin,14748.0,2559.0,11836.0,0.17351505288852725,0.8025494982370491,texas,16338.0,2927.0,13084.0
faribault,7750.0,,4624.0,,0.5966451612903226,minnesota,7670.0,3091.0,4305.0
faulk,1188.0,213.0,975.0,0.17929292929292928,0.8207070707070707,south dakota,,,
faulkner,53470.0,,35278.0,,0.6597718346736487,arkansas,,,
fauquier,42457.0,17468.0,24937.0,0.4114280330687519,0.5873471983418518,virginia,44463.0,17441.0,26971.0
fayette,8815.0,1651.0,7088.0,0.18729438457175268,0.8040839478162224,alabama,,,
fayette,142412.0,63087.0,76123.0,0.4429893548296492,0.5345265848383564,georgia,,,
fayette,10169.0,2113.0,7589.0,0.2077883764381945,0.7462877372406332,illinois,,,
fayette,,,,,,indiana,9271.0,1955.0,7066.0
fayette,10102.0,3912.0,5865.0,0.38725004949514946,0.5805781033458721,iowa,,,
fayette,153150.0,90104.0,58905.0,0.5883382304929807,0.3846229187071499,kentucky,,,
fayette,,,,,,ohio,12213.0,3162.0,8587.0
fayette,,,,,,pennsylvania,62945.0,20752.0,40804.0
fayette,21811.0,5818.0,15414.0,0.26674613727018476,0.7067076245930952,tennessee,23065.0,6110.0,16585.0
fayette,12844.0,2623.0,10047.0,0.20421986919962629,0.7822329492369978,texas,13285.0,2649.0,10408.0
fayette,16460.0,4938.0,11158.0,0.3,0.6778857837181045,west virginia,15216.0,4512.0,10147.0
fentress,8277.0,1056.0,7066.0,0.12758245741210583,0.8536909508275945,tennessee,9403.0,1186.0,8052.0
fergus,6534.0,1788.0,4746.0,0.2736455463728191,0.7263544536271809,montana,6763.0,1910.0,4749.0
ferry,,,,,,washington,3997.0,1431.0,2558.0
fillmore,11972.0,,6440.0,,0.5379218175743401,minnesota,12189.0,5428.0,6417.0
fillmore,3009.0,435.0,2418.0,0.14456630109670987,0.8035892323030908,nebraska,3002.0,nan,2017.0
fillmore,3009.0,435.0,2418.0,0.14456630109670987,0.8035892323030908,nebraska,2992.0,557.0,2435.0
finney,11696.0,4242.0,6808.0,0.36268809849521205,0.5820793433652531,kansas,,,
fisher,1804.0,351.0,1418.0,0.19456762749445677,0.7860310421286031,texas,1812.0,358.0,1420.0
flagler,,,,,,florida,78913.0,28051.0,49683.0
flathead,60041.0,22180.0,37861.0,0.3694142336070352,0.6305857663929648,montana,63542.0,23647.0,38582.0
fleming,7039.0,1743.0,5041.0,0.2476204006250888,0.7161528626225316,kentucky,,,
florence,64651.0,31748.0,32217.0,0.4910674235510665,0.4983217583641398,south carolina,,,
florence,,,,,,wisconsin,3134.0,788.0,2272.0
floyd,82218.0,23100.0,57108.0,0.28096037364080856,0.6945924250164197,georgia,,,
floyd,,,,,,indiana,40712.0,16554.0,23053.0
floyd,7972.0,3498.0,4181.0,0.438785750125439,0.5244606121424987,iowa,,,
floyd,16284.0,4924.0,10737.0,0.30238270695160896,0.6593588798820929,kentucky,,,
floyd,1990.0,397.0,1554.0,0.19949748743718593,0.7809045226130653,texas,2070.0,406.0,1617.0
floyd,9329.0,3407.0,5908.0,0.36520527387715723,0.6332940293707793,virginia,9565.0,3302.0,6251.0
fluvanna,15720.0,7830.0,7880.0,0.49809160305343514,0.5012722646310432,virginia,16597.0,7992.0,8581.0
foard,519.0,107.0,404.0,0.20616570327552985,0.7784200385356455,texas,538.0,94.0,438.0
fond du lac,,,,,,wisconsin,58039.0,20777.0,35909.0
ford,7007.0,1765.0,4872.0,0.25189096617668044,0.6953046953046953,illinois,,,
ford,8837.0,2950.0,5415.0,0.33382369582437477,0.6127645128437252,kansas,,,
forest,,,,,,pennsylvania,2649.0,741.0,1808.0
forest,,,,,,wisconsin,5191.0,1853.0,3200.0
forrest,31645.0,14871.0,16079.0,0.46993205877705796,0.5081055458998261,mississippi,28325.0,11221.0,17104.0
forsyth,255267.0,78101.0,170380.0,0.3059580752702073,0.6674579949621376,georgia,,,
forsyth,199509.0,107277.0,83228.0,0.5377050659368751,0.41716413795868856,north carolina,,,
fort bend,347432.0,178984.0,160977.0,0.5151626793156646,0.46333383223191876,texas,356141.0,186710.0,159691.0
foster,,,,,,north dakota,1690.0,408.0,1279.0
fountain,,,,,,indiana,7919.0,1481.0,6224.0
franklin,12665.0,2605.0,9856.0,0.20568495854717725,0.7782076589024872,alabama,,,
franklin,7059.0,,5645.0,,0.7996883411248052,arkansas,,,
franklin,,,,,,florida,6724.0,1795.0,4814.0
franklin,21231.0,2883.0,17965.0,0.13579200226084498,0.8461683387499411,georgia,,,
franklin,6614.0,585.0,5678.0,0.08844874508618082,0.8584820078621107,idaho,,,
franklin,18790.0,5810.0,12118.0,0.30920702501330494,0.6449175093134646,illinois,,,
franklin,,,,,,indiana,11235.0,1932.0,9043.0
franklin,5066.0,1639.0,3270.0,0.3235294117647059,0.6454796683774181,iowa,,,
franklin,12387.0,3705.0,7814.0,0.2991038992492129,0.630822636635182,kansas,,,
franklin,26113.0,13089.0,11990.0,0.5012445908168345,0.4591582736567993,kentucky,,,
franklin,9307.0,2066.0,6975.0,0.22198345331470937,0.7494359084560008,louisiana,,,
franklin,17599.0,6276.0,9817.0,0.35661117108926643,0.5578157849877834,maine,17640.0,1371.0,6731.0
franklin,43003.0,29900.0,11811.0,0.6953003278841011,0.27465525661000395,massachusetts,41715.0,27921.0,13737.0
franklin,4457.0,1570.0,2833.0,0.35225487996410143,0.6356293470944582,mississippi,4055.0,1203.0,2852.0
franklin,,,,,,missouri,54848.0,16567.0,36882.0
franklin,1659.0,190.0,1398.0,0.11452682338758288,0.8426763110307414,nebraska,1585.0,nan,1204.0
franklin,1659.0,190.0,1398.0,0.11452682338758288,0.8426763110307414,nebraska,1590.0,195.0,1395.0
franklin,,,,,,new york,18384.0,9075.0,9238.0
franklin,37124.0,15659.0,19654.0,0.4218026074776425,0.5294149337355888,north carolina,,,
franklin,,,,,,ohio,573746.0,375846.0,181881.0
franklin,,,,,,pennsylvania,83121.0,23591.0,57217.0
franklin,18224.0,4384.0,13490.0,0.2405618964003512,0.7402326602282704,tennessee,19258.0,4490.0,14426.0
franklin,4942.0,753.0,4114.0,0.15236746256576286,0.8324564953460137,texas,5276.0,859.0,4349.0
franklin,,,,,,vermont,26426.0,nan,12021.0
franklin,29439.0,9907.0,19505.0,0.3365263765752913,0.6625564727062739,virginia,30720.0,9114.0,21569.0
franklin,,,,,,washington,30800.0,12538.0,18212.0
franklin city,3962.0,2549.0,1410.0,0.6433619384149419,0.3558808682483594,virginia,,,
frederick,,,,,,maryland,154769.0,66280.0,83767.0
frederick,47953.0,17962.0,29940.0,0.37457510479010697,0.624361353825621,virginia,51490.0,19769.0,31659.0
fredericksburg city,12596.0,8495.0,4080.0,0.6744204509368054,0.3239123531279771,virginia,,,
freeborn,16541.0,,8364.0,,0.5056526207605344,minnesota,16343.0,7818.0,8013.0
freestone,8557.0,1553.0,6838.0,0.18148883954657005,0.7991118382610728,texas,8957.0,1601.0,7197.0
fremont,25364.0,7201.0,17450.0,0.2839063239236713,0.687982967986122,colorado,,,
fremont,6706.0,1001.0,5391.0,0.14926931106471816,0.8039069490008948,idaho,,,
fremont,3808.0,1099.0,2563.0,0.28860294117647056,0.6730567226890757,iowa,,,
fremont,18234.0,5385.0,12314.0,0.29532741033234616,0.6753317977404848,wyoming,16870.0,4823.0,11930.0
fresno,,,,,,california,311070.0,146285.0,164785.0
frio,4921.0,2283.0,2489.0,0.46393009550904285,0.5057915057915058,texas,4826.0,2039.0,2557.0
frontier,1385.0,129.0,1183.0,0.09314079422382672,0.8541516245487365,nebraska,1391.0,nan,1055.0
frontier,1385.0,129.0,1183.0,0.09314079422382672,0.8541516245487365,nebraska,1389.0,158.0,1231.0
fulton,4982.0,,4030.0,,0.8089120835006022,arkansas,,,
fulton,1038385.0,727422.0,288115.0,0.7005320762530275,0.27746452423715673,georgia,,,
fulton,16813.0,7109.0,8799.0,0.42282757390114795,0.5233450306310593,illinois,,,
fulton,,,,,,indiana,8785.0,1990.0,6580.0
fulton,2405.0,808.0,1488.0,0.335966735966736,0.6187110187110187,kentucky,,,
fulton,,,,,,new york,22281.0,8069.0,14118.0
fulton,,,,,,ohio,21752.0,6695.0,14214.0
