ufips,name,cbsa,cbsaname,cbsa_weight,wrluri08
6550.0,"Billings City, MT",13740,"Golden Valley County, MT",1.0,-0.1934254
8950.0,"City of Bozeman, MT",14580,"Gallatin County, MT",1.0,0.66347253
43375.0,"City of Lewistown, MT", , ,0.005055991650177216,-0.33318692
67450.0,"Shelby City, MT", , ,0.0027971906325425645,-1.4120823
35050.0,"Havre City, MT",25660,25660,1.0,-0.78486145
57500.0,"Rocky Mount City, NC",40580,"Nash County, NC",0.8338380749205592,-0.3443079
58860.0,"Salisbury City, NC",41580,41580,1.0,-1.0726725
55660.0,"Red Springs Town, NC",31300,"Robeson County, NC",0.5729047072330654,-0.43501222
66700.0,"Tarboro Town, NC",40580,"Nash County, NC",0.16616192507944086,-0.6400136
5220.0,"Bessemer City, NC",16740,"Mecklenburg County, NC",0.008693023674437009,
71860.0,"Wendell Town, NC",39580,"Wake County, NC",0.013228963549486354,0.6943603
41420.0,"Marion City, NC", , ,0.0042992889604035744,-1.1760018
20080.0,"Eden City, NC",24660,"Rockingham County, NC",0.04752685859056633,-0.8233031
19000.0,"Durham City, NC",20500,"Chatham County, NC",0.9146323572560295,1.2638407
47000.0,"Newton City, NC",25860,"Burke County, NC",0.21902519836079867,-0.754904
31400.0,"High Point City, NC",24660,"Rockingham County, NC",0.25296071893784583,-0.67989415
31400.0,"High Point City, NC",45640,45640,1.0,-0.67989415
31400.0,"High Point City, NC",49180,"Winston-Salem, NC",2.9570051451889525e-05,-0.67989415
12000.0,"Charlotte City, NC",16740,"Mecklenburg County, NC",0.9184275459657,-0.8156909
16180.0,"Town of Dallas, NC",16740,"Mecklenburg County, NC",0.005777235112411546,-0.9825231
10620.0,"Carrboro Town, NC",20500,"Chatham County, NC",0.08206678011853764,0.55858546
13240.0,"Clinton City, NC", , ,0.007480049577072778,-0.75475115
35600.0,"Kernersville Town, NC",49180,"Winston-Salem, NC",0.08440278352751,-1.1037003
37220.0,"Laurinburg City, NC",29900,"Scotland County, NC",1.0,0.4749305
74220.0,"Williamston Town, NC", , ,0.005082084846376307,-0.91401637
28000.0,"Greensboro City, NC",24660,"Rockingham County, NC",0.6688984093978179,-0.06613491
71220.0,"Washington City, NC",47820,"Beaufort County, NC",1.0,-0.54189575
64740.0,"Statesville City, NC",44380,44380,1.0,-0.0796107
32640.0,"Hope Mills Town, NC",22180,"Hoke County, NC",0.0849665789553277,-0.24287823
31060.0,"Hickory City, NC",25860,"Burke County, NC",0.6490888481994943,-0.2102643
73660.0,"Whiteville City, NC", , ,0.0044775924677640305,-1.0415279
75280.0,"Woodfin Town, NC",11700,"Haywood County, NC",0.03974259068399487,-1.0924958
1400.0,"Angier Town, NC",20380,"Harnett County, NC",0.5397852857593938,-1.34514
6140.0,"Town of Black Mountain, NC",11700,"Haywood County, NC",0.0944043638923104,-0.8811103
20620.0,"Elkin Town, NC",34340,"Surry County, NC",0.32236421725239617,-0.6251957
20620.0,"Elkin Town, NC",35900,"Wilkes County, NC",0.022586633663366336,-0.6251957
6760.0,"Boiling Spring Lakes City, NC",48900,"Pender County, NC",0.03377579779979998,-1.2147974
25300.0,"Fuquay-Varina Town, NC",39580,"Wake County, NC",0.024601449049645212,-0.1553469
20600.0,"Elizabethtown Town, NC", , ,0.0032164213181412947,0.432825
71680.0,"Town of Weddington, NC",16740,"Mecklenburg County, NC",0.011371065935540185,0.1168807
63880.0,"Spindale Town, NC",22580,"Rutherford County, NC",1.0,-0.72220796
22360.0,"Fairmont Town, NC",31300,"Robeson County, NC",0.42709529276693453,-0.60787743
16400.0,"Davidson Town, NC",16740,"Mecklenburg County, NC",0.012123363159172847,0.03277013
1520.0,"Apex Town, NC",39580,"Wake County, NC",0.06295827908222702,0.8325021
75000.0,"Winston-Salem City, NC",49180,"Winston-Salem, NC",0.915567646421038,-0.14594229
68400.0,"Trinity City, NC",24660,"Rockingham County, NC",0.01998709353601262,-0.43261176
44800.0,"Mount Airy City, NC",34340,"Surry County, NC",0.6776357827476038,-1.1053659
9060.0,"Burlington City, NC",15500,"Alamance County, NC",0.8717346582307961,-1.1813008
42240.0,"Town of Mebane, NC",15500,"Alamance County, NC",0.1282653417692039,-0.15458128
42240.0,"Town of Mebane, NC",20500,"Chatham County, NC",0.0033008626254327797,-0.15458128
22920.0,"Fayetteville City, NC",22180,"Hoke County, NC",0.9150334210446723,-1.0188364
32980.0,"Hudson Town, NC",25860,"Burke County, NC",0.0536751242479728,-0.6360755
38220.0,"Lillington Town, NC",20380,"Harnett County, NC",0.4602147142406062,-0.4685165
160.0,"Aberdeen Town, NC",43860,43860,1.0,0.13796106
74440.0,"Wilmington City, NC",48900,"Pender County, NC",0.8618738067097009,0.20437084
29160.0,"City of Hamlet, NC",40460,"Richmond County, NC",1.0,-0.7730667
55000.0,"Raleigh City, NC",39580,"Wake County, NC",0.8600009967667379,1.0351148
38320.0,"Lincolnton City, NC",30740,30740,1.0,-0.41573316
75820.0,"Wrightsville Beach Town, NC",48900,"Pender County, NC",0.029468588053459404,-0.91650957
26880.0,"Goldsboro City, NC",24140,"Wayne County, NC",1.0,-0.42365012
70720.0,"Wallace Town, NC", , ,0.0028928656852725654,-1.3775277
70720.0,"Wallace Town, NC",48900,"Pender County, NC",0.00020456405127738884,-1.3775277
75060.0,"Winterville Town, NC",24780,"Pitt County, NC",1.0,1.3913455
2140.0,"Asheville City, NC",11700,"Haywood County, NC",0.8658530454236947,0.61388737
41960.0,"Town of Matthews, NC",16740,"Mecklenburg County, NC",0.037575802860767275,0.16240375
70380.0,"Wadesboro Town, NC",16740,"Mecklenburg County, NC",0.006031963291971138,-0.8601302
69520.0,"Valdese Town, NC",25860,"Burke County, NC",0.07821082919173424,-0.5133826
59280.0,"Sanford City, NC",41820,"Lee County, NC",1.0,-0.08899129
680.0,"Albemarle City, NC",10620,"Stanly County, NC",1.0,-0.49344572
70540.0,"Town of Wake Forest, NC",39580,"Wake County, NC",0.039210311551903514,0.8069127
20120.0,"Edenton Town, NC", , ,0.004691556676596578,0.8960351
74020.0,"Wilkesboro Town, NC",35900,"Wilkes County, NC",0.9774133663366337,-1.6657333
48345.0,"Town of Oak Island, NC",48900,"Pender County, NC",0.07467724338576234,-0.60608464
55080.0,"Randleman City, NC",24660,"Rockingham County, NC",0.010626919537757382,0.61962986
44320.0,"Morehead City, NC",33980,"Carteret County, NC",1.0,0.14789186
49900.0,"Mandan City, ND",13900,"Burleigh County, ND",0.2313910034602076,-0.552683
7200.0,"Bismarck City, ND",13900,"Burleigh County, ND",0.7686089965397924,0.08552568
19420.0,"Devils Lake City, ND", , ,0.006281502098327861,0.9713953
25700.0,"City of Fargo, ND",22020,"Clay County, MN",1.0,-1.2707556
19620.0,"Dickinson City, ND",19860,"Stark County, ND",1.0,-1.272378
53380.0,"Minot City, ND",33500,"Minot, ND",1.0,-0.25478122
6660.0,"Beulah City, ND", , ,0.002741525147317837,-1.381471
86220.0,"City of Williston, ND",48780,"Williams County, ND",1.0,-0.71904266
11370.0,"Crete City, NE", , ,0.0052429928896040355,0.1423665
25055.0,"Kearney City, NE",28260,"Kearney County, NE",0.9024839611778253,-0.16802146
32340.0,"Minden City, NE",28260,"Kearney County, NE",0.0975160388221747,0.002281073
45295.0,"Sidney City, NE", , ,0.005463915284089673,-0.84131557
46030.0,"South Sioux City, NE",43580,"Dixon County, NE",1.0,-1.1173003
15080.0,"Elkhorn City, NE",36540,"Pottawattamie County, IA",0.014049741926960811,-0.4499681
19385.0,"Gothenburg City, NE",30420,"Lexington, NE",0.46504754561809303,-1.1868032
26385.0,"La Vista, NE",36540,"Pottawattamie County, IA",0.027114472253961484,-0.83196336
19595.0,"Grand Island City, NE",24260,"Hamilton County, NE",1.0,-1.0445048
5350.0,"Blair City, NE",36540,"Pottawattamie County, IA",0.01741036973858951,-0.47967532
16410.0,"Fairbury City, NE", , ,0.0037069734066842073,-1.189775
44420.0,"Seward Sity, NE",30700,"Lincoln, NE",0.0272488141440276,-1.1700988
37000.0,"Omaha City, NE",36540,"Pottawattamie County, IA",0.9039092213309476,0.003875645
8605.0,"Chadron City, NE", , ,0.004900302246189306,-1.1630665
29925.0,"McCook City, NE", , ,0.006952967013851138,-1.5264753
33705.0,"Nebraska City, NE", , ,0.00628672073756768,-0.110336415
28000.0,"Lincoln City, NE",30700,"Lincoln, NE",0.9727511858559724,0.7611754
3390.0,"Beatrice City, NE",13100,"Gage County, NE",1.0,-0.8816592
50965.0,"Wahoo City, NE",36540,"Pottawattamie County, IA",0.009136272298924367,-1.1033294
905.0,"Alliance City, NE", , ,0.007792298158255235,-0.9098645
11020.0,"Cozad City, NE",30420,"Lexington, NE",0.534952454381907,-1.1131353
39345.0,"Plattsmouth City, NE",36540,"Pottawattamie County, IA",0.015961823268059897,-0.7767895
59940.0,"Pelham, NH",,,,1.6002824
62900.0,"City of Portsmouth, NH",14460,"Essex County, MA",0.01701660805881799,0.91390723
37940.0,"Hudson Town, NH",,,,1.2510544
48020.0,"Milford Town, NH",,,,2.3700187
24340.0,"Enfield Town, NH",,,,1.6294132
52340.0,"Newmarket Town, NH",,,,2.0120733
74340.0,"Stratham Town, NH",,,,1.7549809
4500.0,"Bedford, NH",,,,1.8162639
37140.0,"Hollis Town, NH",,,,3.3688757
9300.0,"Candia Town, NH",,,,-0.033536278
60580.0,"Peterborough, NH",,,,1.2055631
34820.0,"Haverhill town, NH",,,,-0.33431187
50740.0,"New Boston Town, NH",,,,1.3359149
2340.0,"Atkinson, NH",,,,1.3954374
6500.0,"Bow Town, NH",,,,2.410614
43220.0,"Londonderry Town, NH",,,,2.8576107
38500.0,"Jaffrey Town, NH",,,,0.46713245
26020.0,"Farmington, NH",,,,1.2808336
2820.0,"Town of Auburn, NH",,,,1.9354266
73860.0,"Milton Town, NH",,,,0.530179
65140.0,"Rochester City, NH",14460,"Essex County, MA",0.023302043974308066,-0.30039054
25380.0,"Exeter Town, NH",,,,1.3436141
47540.0,"Merrimack Town, NH",,,,0.8279296
1300.0,"Amherst Town, NH",,,,2.9709244
50260.0,"Nashua City, NH",31700,"Hillsborough County, NH",1.0,0.04424944
18820.0,"Dover City, NH",14460,"Essex County, MA",0.0220108973755419,0.80364174
7700.0,"Bristol, NH",,,,1.3421768
62500.0,"Plaistow Town, NH",,,,1.529403
68260.0,"Seabrook Town, NH",,,,2.3580222
66660.0,"Salem Town, NH",,,,1.3145639
11380.0,"Charlestown town, NH",,,,1.0054309
33860.0,"Hanover Town, NH",,,,0.7889404
42260.0,"Litchfield Town, NH",,,,
76400.0,"Waldwick Borough, NJ",35620,"Putnam County, NY",0.0009237393722450783,0.70095724
29850.0,"Stockholm, NJ",,,,0.58012253
33180.0,"Hopewell Township, NJ",,,,2.7249603
24930.0,"Franklin Borough, NJ",35620,"Putnam County, NY",0.0004953746789424865,2.8307996
40560.0,"Little Egg Harbor Township, NJ",,,,2.5341463
700.0,"Allendale Township, NJ",35620,"Putnam County, NY",0.0006431230570224257,1.2335988
12100.0,"Chatham Borough, NJ",35620,"Putnam County, NY",0.0008121840666382626,-0.32253814
54870.0,"Borough of Old Tappan, NJ",35620,"Putnam County, NY",0.0005262875949540136,2.1621118
11200.0,"Cedar Grove Township, NJ",,,,1.6359127
21000.0,"Elizabeth, NJ",35620,"Putnam County, NY",0.011574870986577074,-0.55452347
31920.0,"Hillsdale, NJ",35620,"Putnam County, NY",0.0009683806950567559,0.8901223
77630.0,"Waterford Township, NJ",,,,1.4685569
52560.0,"North Brunswick Township, NJ",,,,1.9676133
75815.0,"Verona, NJ",,,,1.1946325
65280.0,"Rutherford Borough, NJ",35620,"Putnam County, NY",0.0017386115185365173,-0.79729426
58110.0,"Pequannock Township, NJ",,,,1.0901655
21510.0,"Borough of Englewood Cliffs, NJ",35620,"Putnam County, NY",0.0005109271397930064,-0.11974841
30150.0,"Harrington Park Borough, NJ",35620,"Putnam County, NY",0.0004550534841448422,1.1506878
5740.0,"Beverly City, NJ",37980,"Montgomery County, PA",0.001551524791453728,1.6838744
53610.0,"Norwood, NJ",35620,"Putnam County, NY",0.0005521123601934572,0.6810673
38550.0,"Lakewood Township, NJ",,,,0.072630376
7750.0,"Brielle Borough, NJ",35620,"Putnam County, NY",0.00046974191939255544,0.069221914
17710.0,"Deptford Township, NJ",,,,1.5670227
1960.0,"Asbury Park City, NJ",35620,"Putnam County, NY",0.0016253281617240882,-0.19211757
7600.0,"Bridgeton City, NJ",47220,"Cumberland County, NJ",0.21504594433793878,1.1258307
77240.0,"Washington Township, NJ",,,,3.2484362
19000.0,"East Brunswick Township, NJ",,,,1.0523548
1360.0,"Andover Township, NJ",,,,0.55218637
69420.0,"South River Borough, NJ",35620,"Putnam County, NY",0.0014709555873559646,0.46722838
17560.0,"Dennisville, NJ",,,,0.88506144
25230.0,"Freehold Township, NJ",,,,1.7886307
56550.0,"Passaic City, NJ",35620,"Putnam County, NY",0.00651484904800699,-0.2110421
68730.0,"Borough of South Bound Brook, NY",35620,"Putnam County, NY",0.0004312447786452808,-0.044330854
38610.0,"Lambertville City, NJ",35620,"Putnam County, NY",0.00037133900351735225,0.25392786
20260.0,"Edison, NJ",35620,"Putnam County, NY",0.00937822989570827,2.0236719
43050.0,"Borough of Manasquan, NJ",35620,"Putnam County, NY",0.0006057779504122266,2.3199651
23700.0,"Flemington Borough, NJ",35620,"Putnam County, NY",0.00040321194797644246,
76460.0,"Wall Township, NJ",,,,1.8762591
74510.0,"Union Township, NJ",35620,"Putnam County, NY",0.005223034768966274,0.34933403
79430.0,"West Milford Township, NJ",35620,"Putnam County, NY",0.0025354351300137727,0.917667
76070.0,"Vineland City, NJ",47220,"Cumberland County, NJ",0.5314149722822956,1.6568588
57000.0,"Paterson City, NJ",35620,"Putnam County, NY",0.014325736500223975,-0.17329422
54990.0,"Oradell Borough, NJ",35620,"Putnam County, NY",0.0007725348917539124,0.9045191
29310.0,"Hamilton Township, NJ",,,,2.0572867
34680.0,"Jackson Township, NJ",,,,2.5281808
55020.0,"Orange Township City, NJ",35620,"Putnam County, NY",0.003155421501449931,-0.05016979
59280.0,"Plainsboro Township, NJ",,,,2.393248
23850.0,"Florence Township, NJ",,,,1.2350367
59640.0,"Pleasantville, NJ",12100,"Atlantic County, NJ",0.20583554376657826,-0.59149617
49680.0,"National Park Borough, NJ",37980,"Montgomery County, PA",0.0018687098671962413,-0.015217097
29700.0,"Harding Township, NJ",,,,2.0463822
29430.0,"Hammonton Town, NJ",12100,"Atlantic County, NJ",0.13645861527634925,1.7783953
56130.0,"Park Ridge Borough, NJ",35620,"Putnam County, NY",0.000835992772137824,0.43480983
14260.0,"Collingswood Borough, NJ",37980,"Montgomery County, PA",0.00835292903508685,-0.4917322
59190.0,"Plainfield City, NJ",35620,"Putnam County, NY",0.004591720061848873,0.35460588
68790.0,"Sotuh Brunswick Township, NJ",,,,2.1442723
28650.0,"Guttenberg Town, NJ",35620,"Putnam County, NY",0.001037502743281289,0.31031677
82840.0,"Woolwich Township, NJ",,,,1.8463578
23910.0,"Florham Park Borough, NJ",35620,"Putnam County, NY",0.0008502971960065121,0.27508518
60915.0,"Princeton Township, NJ",,,,2.0223806
70.0,"Aberdeen Township, NJ",,,,1.6816429
61920.0,"Raritan Township, NJ",,,,1.7325449
7810.0,"City of Brigantine, NJ",12100,"Atlantic County, NJ",0.13635034915823094,0.10823619
54570.0,"Oceanport Borough, NJ",35620,"Putnam County, NY",0.0005574885194998098,0.740707
45510.0,"Merchantville Borough, NJ",37980,"Montgomery County, PA",0.0022162141045906124,1.0280162
2080.0,"Atlantic City City, NJ",12100,"Atlantic County, NJ",0.4386618307800574,-0.25244018
67350.0,"Shrewsbury Borough, NJ",35620,"Putnam County, NY",0.000344650212675102,0.634825
71220.0,"Stratford Borough, NJ",37980,"Montgomery County, PA",0.0042394350840511295,
80240.0,"West Windsor Township, NJ",,,,2.267704
69690.0,"Sparta Township, NJ",,,,0.8343313
36000.0,"Jersey City, NJ",35620,"Putnam County, NY",0.023045962897972592,-0.6876466
32310.0,"Ho-Ho-Kus Borough, NJ",35620,"Putnam County, NY",0.000389771549710561,0.42422828
42120.0,"Lyndhurst Township, NY",35620,"Putnam County, NY",0.001860823139911282,0.13720286
2200.0,"Audubon Borough, NJ",37980,"Montgomery County, PA",0.0053536642747569075,0.98156077
40440.0,"Lindenwold Borough, NJ",37980,"Montgomery County, PA",0.010153420788566412,0.06817562
42510.0,"Madison Borough, NJ",35620,"Putnam County, NY",0.0015869270238215698,0.7963696
78200.0,"Westampton Township, NJ",,,,1.7337323
46680.0,"Millville, NJ",47220,"Cumberland County, NJ",0.2535390833797656,0.7612681
54705.0,"Old Bridge Township, NJ",,,,1.9378312
47700.0,"Moonachie Borough, NJ",35620,"Putnam County, NY",0.00026439183445883867,-0.2885465
36510.0,"Kearny Town, NJ",35620,"Putnam County, NY",0.0038893632496118124,0.78996736
100.0,"Abescon City, NJ",12100,"Atlantic County, NJ",0.08269366101878417,0.8424768
75740.0,"Vernon Township, NJ",,,,0.34321976
19390.0,"East Orange Township, NJ",35620,"Putnam County, NY",0.0067033026322635995,-0.056908824
70110.0,"Spring Lake Borough, NJ",35620,"Putnam County, NY",0.0003424421472457072,-0.16169691
57750.0,"Penns Grove Borough, NJ",37980,"Montgomery County, PA",0.0028488350736726475,-0.7419063
36690.0,"Kenilworth Borough, NJ",35620,"Putnam County, NY",0.0007368218335045704,-0.3193264
63690.0,"River Vale Township, NJ",,,,2.3869817
41310.0,"City of Long Branch, NJ",35620,"Putnam County, NY",0.003008729154662311,0.3435623
74000.0,"Trenton City, NJ",45940,"Mercer County, NJ",1.0,-0.18218675
32640.0,"Holmdel Township, NJ",,,,4.0187345
34440.0,"Irvington Township, NJ",35620,"Putnam County, NY",0.005826892662483375,-0.108191766
64020.0,"Rochelle Park Township, NJ",35620,"Putnam County, NY",0.0005307037258128033,0.5023899
46410.0,"Millburn Township, NJ",35620,"Putnam County, NY",0.001897496226608187,-0.06328897
39510.0,"Lawrence Township, NJ",,,,1.5790181
51000.0,"Newark City, NJ",35620,"Putnam County, NY",0.026261194171705696,-0.41338876
20020.0,"Edgewater Borough, NJ",35620,"Putnam County, NY",0.000737013839194083,0.8724605
49890.0,"Neptune Township, NJ",,,,1.253558
61530.0,"Rahway City, NJ",35620,"Putnam County, NY",0.0025440753860418394,0.07923295
63000.0,"Ridgewood, NJ",35620,"Putnam County, NY",0.0023939269368429927,1.9900855
74630.0,"Union City, NJ",35620,"Putnam County, NY",0.0064406388490103736,-0.021881966
70050.0,"Springfield Township, NJ",35620,"Putnam County, NY",0.0013852250469885924,0.1578401
13810.0,"Closter Borough, NJ",35620,"Putnam County, NY",0.0008047918475920278,0.7737631
58770.0,"Pine Hill Borough, NJ",37980,"Montgomery County, PA",0.006343701514850267,0.73750126
26610.0,"Borough of Glen Ridge, NJ",35620,"Putnam County, NY",0.000698036684223027,-0.44234005
19180.0,"East Greenwich Township, NJ",,,,1.8004045
79840.0,"Truth or Consequences City, NM", , ,0.006339776903172498,0.26456058
2000.0,"Albuquerque City, NM",10740,"Albuquerque, NM",0.9555544195299837,0.98891044
64930.0,"Roswell City, NM",40740,"Chaves County, NM",1.0,-0.5417165
43370.0,"Los Lunas Village, NM",10740,"Albuquerque, NM",0.02137290110400385,0.60758585
25800.0,"Farmington City, NM",22140,"San Juan County, NM",1.0,-0.051469505
25170.0,"Espanola, NM",21580,"Rio Arriba County, NM",1.0,-0.14426829
25170.0,"Espanola, NM",42140,"Santa Fe County, NM",0.03986972494057358,-0.14426829
42180.0,"Lordsburg City, NM", , ,0.002938963665224293,-0.25633582
79980.0,"Tularosa Village, NM",10460,"Otero County, NM",1.0,-0.476221
79910.0,"Tucumcari City, NM", , ,0.005209071734545217,-1.0136708
6480.0,"Belen City, NM",10740,"Albuquerque, NM",0.014699460884864518,0.44311196
15720.0,"Clayton Town, NM", , ,0.002195307573550197,-0.7436664
8580.0,"Bosque Farms Village, NM",10740,"Albuquerque, NM",0.00837321848114801,0.026535504
20270.0,"City of Deming, NM",19700,"Luna County, NM",1.0,-0.95617193
73540.0,"Socorro City, NM", , ,0.0077209767553110525,0.043673236
16420.0,"Clovis, NM",17580,"Curry County, NM",1.0,0.11978426
70500.0,"Santa Fe City, NM",42140,"Santa Fe County, NM",0.9601302750594264,0.020290686
68400.0,"Sparks City, NV",39900,"Reno, NV",0.26879664216897736,-0.6342453
31900.0,"Henderson City, NV",29820,"Clark County, NV",0.26444502747269316,-1.5303593
40000.0,"Las Vegas City, NV",29820,"Clark County, NV",0.7213979409050609,-0.338041
46000.0,"Mesquite City, NV",29820,"Clark County, NV",0.014157031622245946,-0.072597384
84800.0,"Winnemucca City, NV", , ,0.006239752984409316,-1.328716
22500.0,"Elko City, NV",21220,"Elko, NV",1.0,
9700.0,"Carson City, NV",16180,"Carson City, NV",1.0,0.4242424
60600.0,"Reno, NV",39900,"Reno, NV",0.7312033578310226,0.2758528
42554.0,"Lindenhurst Village, NY",35620,"Putnam County, NY",0.0026707031382753933,-0.3621368
31643.0,"Hamburg, NY",15380,"Erie County, NY",0.025930748802920157,-0.08595036
41553.0,"Lawrence Village, NY",35620,"Putnam County, NY",0.0006261305535005614,-0.41943526
41333.0,"Larchmont Village, NY",35620,"Putnam County, NY",0.0006225784482445784,0.861559
78036.0,"Walton Village, NY", , ,0.0026702037443736546,-0.9981299
38000.0,"Islip Town, NY",,,,0.7972111
66322.0,"Seneca Falls Village, NY",42900,"Seneca County, NY",1.0,-0.41716346
78355.0,"Warwick Village, NY",39100,39100,0.2204951856946355,0.68335164
84099.0,"Yorkville Village, NY",46540,"Herkimer County, NY",0.057526881720430106,
24229.0,"Elmira City, NY",21300,"Chemung County, NY",1.0,-0.76975363
2000.0,"Amherst Town, NY",,,,-0.4474572
35969.0,"Hudson City, NY",26460,"Columbia County, NY",1.0,-1.3193812
78806.0,"Village of Waverly, NY",13780,"Tioga County, NY",0.13884870403857746,
27485.0,"Freeport Village, NY",35620,"Putnam County, NY",0.0042032925519649,0.84196013
16749.0,"Cohoes City, NY",10580,"Albany-Schenectady-Troy, NY",0.12543438555657924,0.73144525
17343.0,"Colonie Town, NY",,,,0.13107984
4726.0,"Batavia Town, NY",,,,0.71658427
39727.0,"Kingston City, NY",28740,"Ulster County, NY",1.0,1.667908
25076.0,"Fairport Village, NY",40380,"Wayne County, NY",0.020338742824746653,-1.2182839
84000.0,"Yonikers, NY",35620,"Putnam County, NY",0.018824813816883022,-0.6121698
42147.0,"Village of Lewiston, NY",15380,"Erie County, NY",0.007128648914681787,-0.2551515
64749.0,"Salamanca City, NY",36460,"Cattaraugus County, NY",0.28432195485916806,-0.70737725
2506.0,"Ardsley Village, NY",35620,"Putnam County, NY",0.00040983614426462684,0.57717246
50617.0,"New Rochelle City, NY",35620,"Putnam County, NY",0.006929677340198945,-0.6493355
16628.0,"Cobleskill Village, NY",10580,"Albany-Schenectady-Troy, NY",0.036633855404160406,0.07177216
41069.0,"Lakewood Village, NY",27460,"Chautauqua County, NY",0.07944597527372041,-0.8169062
24515.0,"Endicott City, NY",13780,"Tioga County, NY",0.3929475587703436,-0.7811868
81677.0,"White Plains City, NY",35620,"Putnam County, NY",0.005095542991129913,0.10117438
46019.0,"Village of Massena, NY",36300,"St. Lawrence County, NY",0.40267998275614314,-0.8944574
38264.0,"Jamestown City, NY",27460,"Chautauqua County, NY",0.7737325952839621,-0.21082975
71894.0,"Suffern Village, NY",35620,"Putnam County, NY",0.0010566073093877919,0.59751964
56187.0,"Palmyra Village, NY",40380,"Wayne County, NY",0.012366239104244916,-0.32139346
29597.0,"Gouverneur Village, NY",36300,"St. Lawrence County, NY",0.1531470038798678,-1.7726264
28640.0,"Geneva City, NY",40380,"Wayne County, NY",0.04824959251647651,-0.83149093
32710.0,"Hastings-on-Hudson Village, NY",35620,"Putnam County, NY",0.0007342297566961504,1.3142953
51011.0,"Village of New York Mills, NY",46540,"Herkimer County, NY",0.0686236559139785,-0.17845942
73000.0,"Syracuse City, NY",45060,"Madison County, NY",0.7701066499372647,-1.3303173
30191.0,"Great Neck Estates Village, NY",35620,"Putnam County, NY",0.00026458384014835126,1.3384815
70420.0,"Spring Valley Village, NY",35620,"Putnam County, NY",0.002444616438874317,0.7189239
64309.0,"Rye City, NY",35620,"Putnam County, NY",0.001435722543330404,0.62861514
78333.0,"Village of Warsaw, NY", , ,0.0033173150101111137,0.23915474
12144.0,"Canandaigua City, NY",40380,"Wayne County, NY",0.039912125292325136,-0.8448277
3078.0,"Auburn City, NY",12180,"Cayuga County, NY",1.0,-0.78033406
19642.0,"Dannemora Village, NY",38460,"Clinton County, NY",1.0,-0.2789988
8466.0,"Brockport Village, NY",40380,"Wayne County, NY",0.02871164339876692,-0.3719135
28442.0,"Town of Gates, NY",,,,0.8360537
59388.0,"City of Port Jervis, NY",39100,39100,0.3046767537826685,-0.7923751
61148.0,"Rensselaer, NY",10580,"Albany-Schenectady-Troy, NY",0.06272123357416477,
27815.0,"Fulton City, NY",45060,"Madison County, NY",0.06197720618987871,-0.5512606
15400.0,"Chestnut Ridge Village, NY",35620,"Putnam County, NY",0.0007516062715970399,-0.14099441
54485.0,"Ogdensburg City, NY",36300,"St. Lawrence County, NY",0.44417301336398907,-0.80502594
54716.0,"Olean, NY",36460,"Cattaraugus County, NY",0.7156780451408319,-1.1237192
20313.0,"Depew Village, NY",15380,"Erie County, NY",0.04262578310041116,-0.17750481
54837.0,"Oneida City, NY",45060,"Madison County, NY",0.05743935591802593,-0.7003042
82084.0,"Williamsville Village, NY",15380,"Erie County, NY",0.014285494570845594,-0.3125929
27188.0,"Village of Frankfurt, NY",46540,"Herkimer County, NY",0.05455913978494624,-1.3063217
39232.0,"Kenmore Village, NY",15380,"Erie County, NY",0.04210542505306114,
51000.0,"New York City, NY",35620,"Putnam County, NY",0.7688174695992591,0.026188765
80907.0,"West Seneca Town, NY",15380,"Erie County, NY",0.11776753580986168,0.04166694
30026.0,"Village of Granville, NY",24020,"Warren County, NY",1.0,-1.6048446
37000.0,"Huntington Town, NY",,,,1.4979447
8323.0,"Brightwaters Village, NY",35620,"Putnam County, NY",0.00031181723976844884,0.13527122
68000.0,"Smithtown Town, NY",,,,2.0724306
60510.0,"Ramapo Town, NY",,,,0.7877897
55574.0,"Oswego City, NY",45060,"Madison County, NY",0.09386240066917607,-0.7104201
8532.0,"Bronxville Village, NY",35620,"Putnam County, NY",0.0006281466132404436,0.73910165
44787.0,"Malverne, NY",35620,"Putnam County, NY",0.0008576894150527469,-0.08194583
28618.0,"Geneseo Village, NY",40380,"Wayne County, NY",0.026854935865636736,-0.05576654
63000.0,"Rochester, NY",40380,"Wayne County, NY",0.7787293600737014,-1.1163081
57144.0,"Penfield Town, NY",,,,0.57148266
35672.0,"Hornell City, NY",18500,"Steuben County, NY",1.0,-0.8685783
23052.0,"East Syracus Village, NY",45060,"Madison County, NY",0.01661438728565454,0.30174077
49121.0,"Mount Vernon, NY",35620,"Putnam County, NY",0.006564770527280265,-0.06713402
63418.0,"Rome City, NY",46540,"Herkimer County, NY",0.7516129032258064,-0.85359293
65255.0,"Saratoga Springs City, NY",10580,"Albany-Schenectady-Troy, NY",0.21162456157364753,0.0434565
55530.0,"Ossining Village, NY",35620,"Putnam County, NY",0.0023050283025986625,1.4616941
5100.0,"City of Beacon, NY",39100,39100,0.474828060522696,0.35543895
66993.0,"Sherrill City, NY",46540,"Herkimer County, NY",0.06767741935483872,-0.42856774
65508.0,"Schenectady City, NY",10580,"Albany-Schenectady-Troy, NY",0.4996120835959851,0.03621544
4000.0,"Town of Babylon, NY",,,,-0.16023205
45997.0,"Massapequa Park Village, NY",35620,"Putnam County, NY",0.0016799537803904206,1.8572322
