ufips,name,cbsa,cbsaname,cbsa_weight,wrluri08
49485.0,"Marion, IA",16300,"Cedar Rapids, IA",0.6371831532011826,
10765.0,"Carlisle Town, IA",19780,"Dallas County, IA",0.009907750541143939,-0.7487241
83145.0,"Webster City, IA", , ,0.007111265737458958,-1.1175858
34500.0,"City of Harlan, IA", , ,0.004594142077453304,-1.4929608
11755.0,"Cedar Falls City, IA",47940,"Bremer County, IA",1.0,-0.8396053
14520.0,"Clive City, IA",19780,"Dallas County, IA",0.03642097031924659,-0.6890502
22395.0,"Dubuque City, IA",20220,"Dubuque County, IA",0.9363090407401395,-0.98865604
50160.0,"Mason City, IA",32380,"Worth County, IA",1.0,-1.4906363
33960.0,"Hampton City, IA", , ,0.0036687033855922068,-0.71259195
5680.0,"Belmond City, IA", , ,0.002226619408989106,-1.1322956
2305.0,"Ankeny City, IA",19780,"Dallas County, IA",0.07682827321252507,-0.56570166
3520.0,"City of Atlantic, IA", , ,0.006311944160560134,-1.0719403
58620.0,"Oelwein City, IA", , ,0.0058205222988105855,-0.51546526
910.0,"Albia City, IA", , ,0.0032233795037943857,-1.385633
62355.0,"Perry City, IA",19780,"Dallas County, IA",0.021625925044481464,-1.4370043
12315.0,"Centerville, IA", , ,0.005152536476113853,-0.71308637
28515.0,"Fort Dodge City, IA",22700,"Webster County, IA",1.0,-1.6583185
55110.0,"Muscatine City, IA",34700,"Muscatine County, IA",0.8719889354181874,-0.11997485
74280.0,"Spencer City, IA",43980,"Clay County, IA",1.0,-2.0908902
55695.0,"Nevada City, IA",11180,"Story County, IA",0.11601526424924637,
29955.0,"Garner City, IA", , ,0.002541477309791472,-1.3446074
31350.0,"Glenwood City, IA",36540,"Pottawattamie County, IA",0.012418099182556255,-1.1019949
86250.0,"Windsor Heights City, IA",19780,"Dallas County, IA",0.013613594895681048,-1.146084
56505.0,"Newton City, IA",35500,"Jasper County, IA",1.0,-1.4147806
13080.0,"Cherokee City, IA", , ,0.004669812346430669,-0.53236914
38280.0,"Indianola City, IA",19780,"Dallas County, IA",0.036826119969627945,-0.9358726
1855.0,"Ames City, IA",11180,"Story County, IA",0.8839847357507536,-0.85833555
86520.0,"Winterset City, IA",19780,"Dallas County, IA",0.013508765965162796,-1.0890868
59925.0,"Oskaloosa City, IA",36820,"Mahaska County, IA",1.0,-1.0335602
13575.0,"Clarinda, IA", , ,0.004949009545760943,-0.94753975
59745.0,"Osage City, IA", , ,0.0030015873361021114,-1.2093911
14430.0,"Clinton City, IA",17540,"Clinton County, IA",0.8682277175102385,-1.3137376
1135.0,"Algona City, IA", , ,0.004993367979299398,-1.6169243
49755.0,"Marshalltown City, IA",32260,"Marshall County, IA",1.0,-1.3250285
21000.0,"Des Moines City, IA",19780,"Dallas County, IA",0.5629086911683042,-0.9131889
79950.0,"Urbandale City, IA",19780,"Dallas County, IA",0.08236720724396242,-0.563802
11080.0,"Carroll City, IA", , ,0.00878992802626715,-1.0189186
49395.0,"Marengo City, IA", , ,0.002204875078823197,-1.191495
84315.0,"West Liberty City, IA",34700,"Muscatine County, IA",0.1280110645818126,-1.3049986
24600.0,"Eldridge City, IA",19340,"Henry County, IL",0.04257039622506321,-1.2955658
78285.0,"City of Tipton, IA", , ,0.002744134466937746,0.9596084
19945.0,"Denison City, IA", , ,0.006383265563504316,-1.7742103
54705.0,"Mount Pleasant City, IA", , ,0.00761138533127487,-0.24003623
62040.0,"Pella City, IA",37800,"Marion County, IA",1.0,-1.4324403
28380.0,"Forest City, IA", , ,0.003793950727347844,-0.9842959
12765.0,"City of Charles City, IA", , ,0.006794668290243319,-1.454743
23115.0,"Dyersville City, IA", , ,9.654482593663702e-05,-0.9431797
23115.0,"Dyersville City, IA",20220,"Dubuque County, IA",0.06369095925986042,-0.9431797
17265.0,"Creston City, IA", , ,0.0066076670508165,-1.0250235
7480.0,"Boone City, IA",14340,"Boone County, IA",1.0,-0.5029116
59475.0,"Orange City City, IA", , ,0.004855074039444215,-1.3390825
54840.0,"City of Mount Vernon, IA",16300,"Cedar Rapids, IA",0.08214995395725294,-0.4153015
33105.0,"Grinnell City, IA", , ,0.007919285046424146,-0.49927863
83910.0,"West Des Moines City, IA",19780,"Dallas County, IA",0.13146964494157912,-0.92871505
38595.0,"Iowa City, IA",26980,"Washington County, IA",0.9205912379599627,-0.6273379
73290.0,Sioux Center, , ,0.00522037878623149,-0.6285818
59115.0,"City of Onawa, IA", , ,0.0026884689817130185,-1.1792495
10135.0,"Camanche City, IA",17540,"Clinton County, IA",0.13177228248976147,-0.81983113
35940.0,"Hiawatha, IA",16300,"Cedar Rapids, IA",0.1570300004846605,-0.9301539
82695.0,"Waukee City, IA",19780,"Dallas County, IA",0.014523056698285339,-0.3700515
46540.0,"Lewiston City, ID",30300,"Lewiston, ID-WA",1.0,-1.363967
64810.0,"City of Post Falls, ID",17660,"Kootenai County, ID",1.0,-0.31707418
1990.0,"Ammon City, ID",26820,"Butte County, ID",0.6735982580293958,-0.44200665
56260.0,"Nampa City, ID",14260,"Boise County, ID",0.19028663880868613,-1.1867113
8830.0,"Boise City, ID",14260,"Boise County, ID",0.6816045609799943,-0.47660556
71020.0,"Saint Anthony City, ID",39940,"Rexburg, ID",1.0,-1.5173063
61300.0,"City of Payette, ID",36620,"Ontario, OR-ID",1.0,-1.2537138
73450.0,"Shelley City, ID",13940,"Bingham County, ID",0.26791736930860033,0.056537185
72100.0,"Sandpoint, ID", , ,0.005944899867359586,-1.3281384
53920.0,"Montpelier City, ID", , ,0.002422318380482289,-1.6178133
7840.0,"Blackfoot City, ID",13940,"Bingham County, ID",0.7320826306913997,-0.03868217
59320.0,"Orofino City, ID", , ,0.002824153601948292,-1.4241333
52120.0,"City of Meridian, ID",14260,"Boise County, ID",0.12810880021131954,0.15481259
32140.0,"City of Gooding, ID", , ,0.0029433125312574747,-0.015421266
67780.0,"Rigby City, ID",26820,"Butte County, ID",0.32640174197060423,-0.6359948
64090.0,"Pocatello City, ID",38540,"Bannock County, ID",0.9260305522068482,-0.5609774
54550.0,"Moscow City, ID",34140,"Latah County, ID",1.0,0.4167089
54730.0,"Mountain Home City, ID",34300,"Elmore County, ID",1.0,-0.22137384
1900.0,"American Falls, ID",38540,"Bannock County, ID",0.07396944779315184,
71650.0,"Salmon City, ID", , ,0.0027154319511187457,-0.13806377
84220.0,"Zion City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.004407632571606681,-0.25839564
29730.0,"Glendale Heights Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.006122996966547985,-0.29479763
49945.0,"Monee Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.00056362799087632,-0.6134527
11332.0,"Carol Stream Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.007794797775327165,-0.44757068
35307.0,"Hinsdale Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.003344179895250779,-0.45670933
10487.0,"Calumet City, Il",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.007531295906815561,0.46076512
54638.0,"Oak Forest City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.005407089183335039,-0.5452849
81087.0,"Wheeling Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.006649422425878775,-0.82769084
43770.0,"Village of Lindenhurst, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.002417007995074616,-0.3364977
3012.0,"Aurora City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.02756264241292921,0.016207917
50868.0,"Mount Carmel City, IL", , ,0.006942529735371502,-0.07405563
30094.0,"Godfrey Village, IL",41180,"Lincoln County, MO",0.020030181791794832,-0.59944856
29639.0,"Glen Carbon Village, IL",41180,"Lincoln County, MO",0.012821726954406308,0.022467721
20162.0,"Dixon City, IL",19940,"Lee County, IL",1.0,-1.3102022
243.0,"Addison Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.006922755015161477,-0.8948414
55249.0,"O'Fallon City, IL",41180,"Lincoln County, MO",0.026947149886910524,-0.4096926
51206.0,"Village of Mount Zion, IL",19500,"Macon County, IL",0.055879130384637564,-0.5442073
47423.0,"Mascoutah City, IL",41180,"Lincoln County, MO",0.006960014660430244,0.15271851
29938.0,"Glenview Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.008066395531532615,0.40187654
66027.0,"Round Lake Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.001126099426367805,0.6950365
57875.0,"Park Ridge City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.007281479943691173,-0.995912
66703.0,"Saint Charles City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.005377211502560131,0.3997597
41105.0,"Lake Forest City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.003866557410734646,2.2346163
8225.0,"Bridgeview Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.002955962804407787,-0.9171135
43250.0,"Village of Libertyville, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.003998211965375045,0.90720534
80060.0,"West Chicago City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.004523866387782611,-0.012696097
5092.0,"Belvidere City, IL",40420,"Boone County, IL",0.5007335433752615,-0.18524882
50530.0,"Morrison City, IL",44580,"Whiteside County, IL",0.3170314393669352,-0.8246044
19083.0,"Deer Park Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0005979391339597623,1.1777436
36061.0,"Hoopeston City, IL",19180,"Vermilion County, IL",0.6526258205689278,-0.19501737
26454.0,"Flora City, IL", , ,0.004423666528952576,-1.2482258
28846.0,"Geneseo City, IL",19340,"Henry County, IL",0.06632752285126463,-0.6011581
46786.0,"Marengo City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0012249849117712086,0.37454873
24764.0,"City of Fairbury, IL",38700,"Livingston County, IL",0.4766938971648246,-0.83759135
37907.0,"Village of Itasca, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0016002871341502085,-0.2774802
59884.0,"Pickneyville City, IL", , ,0.004752440801061123,-1.2437625
64746.0,"Rochelle City, IL",40300,"Ogle County, IL",1.0,-0.37084857
57628.0,"Paris City, IL", , ,0.007894931396638327,-1.0873039
81048.0,"City of Wheaton, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.010681945534337262,-0.2210852
43666.0,"Village of Lincolnshire, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0011773733817621625,1.033506
82075.0,"Wilmette Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.005329985491012697,0.1166398
70720.0,"South Elgin Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.003103423615974266,-0.19038147
40910.0,"Lake Bluff Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.001167349901760258,0.6153026
35866.0,"City of Hometown, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0008610554840097544,
57381.0,"Palos Heights City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0021704689388739274,-0.22739406
75484.0,"Tinley Park Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.009329739530234188,-0.5471058
23009.0,"Eldorado City, IL",25380,25380,1.0,
16873.0,"Countryside City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0011548205517578774,-1.2080294
60287.0,"Plainfield Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.002513194851246738,1.4661359
15677.0,"Colona City, IL",,,,-0.3113897
64928.0,"Rock Falls City, IL",44580,"Whiteside County, IL",0.6829685606330648,-1.1900944
62367.0,"City of Quincy, IL",39500,"Quincy, IL-MO",1.0,-1.1238171
45889.0,"Macomb City, IL",31380,"McDonough County, IL",1.0,-0.67361003
11163.0,"Carbondale City, IL",16060,"Williamson County, IL",1.0,-1.3498864
45434.0,"Village of Lyons, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.001976745911914043,0.7307897
80645.0,"Westmont Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.004733010153206965,-0.9509303
80931.0,"Westville Village, IL",19180,"Vermilion County, IL",0.3473741794310722,-0.93455464
32018.0,"Gurnee Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.005558019661056024,0.7203841
3844.0,"Barrington Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0019599758588339337,1.3125193
50647.0,"Morton Grove Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.004327637490822251,0.11943918
65338.0,"Rolling Meadow City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.004742648114747257,-0.43460858
6587.0,"Bloomingdale, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.004178056327716908,0.33849823
37608.0,"Village of Inverness, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0013009320487087155,0.7607657
65442.0,"Romeoville Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.004077436009236251,0.39951566
42028.0,"Lansing City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0054612545271914845,-1.100403
35411.0,"Hoffman Estates Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.009540618128735794,0.53137547
60352.0,"Plano City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0010858127471293814,0.75584805
42795.0,"Lemont Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.002524760405095089,1.1388295
33630.0,"Hawthorn Woods Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0011569409032967418,1.6445082
1595.0,"Antioch Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.001693968120321854,-0.60793185
41326.0,"Lakemoor Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0005374127354867238,0.6430099
57225.0,"Palatine, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.012621681673936581,-0.5682027
8446.0,"Broadview Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.001592962283379586,-1.2352071
35086.0,"Hillside Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0015719515272217476,-0.7283227
24543.0,"Eureka City, IL",37900,"Stark County, IL",0.15094047287037898,-0.6433922
56627.0,"Orland Hills Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.001306714825632891,-0.20877512
29756.0,"Glen Ellyn Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.00520430647252728,1.996172
81919.0,"Willowbrook Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.001728472022636102,0.03258725
71448.0,"Sparta City, IL", , ,0.003901802604970754,-1.2247171
26935.0,"Forest Park Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.003024006812882254,-0.6572004
28326.0,"Galesburg City, IL",23660,"Knox County, IL",0.9032102470657591,-1.1854218
7471.0,"Bourbonnais Village, IL",28100,"Kankakee County, IL",1.0,0.0011251341
73391.0,"Sugar Gorve Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0007534958332200873,1.4324038
66339.0,"Rushville, IL", , ,0.002793711539716019,
53377.0,"Norridge Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.002810815103610978,-0.53516984
46916.0,"Marion City, IL",32060,32060,1.0,-1.2858526
35879.0,"Homewood, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0037670936476388245,0.54780626
14000.0,"Chicago City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.558233816561449,-1.1747175
40793.0,La Grange Park,16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0025627339735638426,
12476.0,"Village of Channahon, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0014156237910381993,0.19805785
41183.0,"Lake In The Hills Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.004462761711617156,0.519403
56640.0,"Orland Park Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.009845563231870656,0.33893588
4013.0,"Bartlett Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.007075420325959715,0.5629196
15235.0,"Coal Valley Village, IL",19340,"Henry County, IL",0.03691003817926856,-1.2269851
53000.0,"Niles Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.005795884551870449,-0.36620596
32746.0,"Hanover Park Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.007378437836786518,0.8837304
11592.0,"Cary Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.002993743613645734,-0.4959419
80736.0,"City of West Peoria, IL",37900,"Stark County, IL",0.1475628273062502,-0.53341293
27624.0,"Frankfort Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0020029611673036394,2.3120472
45726.0,"Machesney Park Village, IL",40420,"Boone County, IL",0.49926645662473845,-0.7766061
68003.0,"Schaumburg, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.014531347373530186,0.083212286
37894.0,"Island Lake Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.001571566008760136,1.3482736
50218.0,"Montgomery Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0010545857517388329,-0.07416311
65078.0,"Rock Island City, IL",19340,"Henry County, IL",0.4061946630909854,-1.4595246
6613.0,"Bloomington City, IL",14060,14060,0.58812639526653,-0.27443472
22164.0,"East Peoria City, IL",37900,"Stark County, IL",0.7014966998233708,-0.017294617
49854.0,"Mokena, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0028110078628417836,0.8092172
17523.0,"Crete Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.001416009309499811,-0.5252657
14286.0,"Christopher City, IL", , ,0.002466676814020744,-1.4179782
38830.0,"Village of Justice, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0023503133012157903,-0.59641075
43939.0,"Lisle Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.004083026026929621,-0.07990301
64421.0,"Riverside Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0017145933580180804,
113.0,"Abingdon City, IL",23660,"Knox County, IL",0.09678975293424084,-0.7056567
44407.0,"Lombard Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.008157956166165397,-1.3073798
49607.0,"Minooka Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0007654469055300503,0.08878225
77993.0,"Vill Park Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.00425516002003925,-1.2498804
73157.0,"Streamwood City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.007017785315948764,0.12634498
65806.0,"Roselle Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0044556296200773384,-0.28074625
18823.0,"Decatur City, IL",19500,"Macon County, IL",0.9441208696153625,-1.5436864
33695.0,"Hazel Crest Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.002855920763619548,-1.1312017
75198.0,"Thornton Township, IL",,,,
61067.0,"Pontoon Beach Village, IL",41180,"Lincoln County, MO",0.00691204848765117,-0.39889902
2154.0,"Arlington Heights Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.014655677077399964,0.324276
52584.0,"New Lenox Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0034255242906508494,0.6636716
53663.0,"Northfield Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0010387794948127527,0.3543145
26571.0,"Flossmoor Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0017928536057252576,0.16349493
54534.0,"Oak Brook Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0016773908264725505,
67860.0,"Savoy Village, IL",16580,"Champaign-Urbana, IL",1.0,-0.39136863
18992.0,"Deerfield, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0035506250314438497,0.44704768
70122.0,"Skokie Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.012210911753089304,-0.6249915
49867.0,"Moline City, IL",19340,"Henry County, IL",0.44799737965341824,-0.99035114
74119.0,"Swansea Village, IL",41180,"Lincoln County, MO",0.013011131841790343,-1.0802716
31121.0,"Grayslake Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.003567202325293153,1.290833
8576.0,"Brookfield Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.003678809919929743,-0.52692455
75185.0,"Village of Thornton, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0004977043339407177,-1.1516383
62016.0,"Prospect Heights City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.00329252042139481,0.4911975
31589.0,"Greenville City, IL",41180,"Lincoln County, MO",0.008553967478934856,-0.4520033
51089.0,"Village of Mount Prospect, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.010845598121291433,-1.3513184
28872.0,"Geneva City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.003761696389176261,0.7273843
41742.0,"Lake Zurich, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.003489713114509199,-0.4419556
51180.0,"Mount Vernon City, IL",34500,"Jefferson County, IL",1.0,-0.31291458
15001.0,"Clinton City, IL", , ,0.006510252451673226,-1.0119078
53234.0,"Normal Town, IL",14060,14060,0.41187360473347007,-0.11885249
83349.0,"Woodstock City, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0038842912599687846,0.49187568
9980.0,"Burr Ridge Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.002006238074227339,-1.0153482
21358.0,"Dwight Village, IL",16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.349314615640985e-06,-0.334827
21358.0,"Dwight Village, IL",38700,"Livingston County, IL",0.5233061028351754,-0.334827
9532.0,"Butler City, IN",12140,"DeKalb County, IN",0.18413406311237246,-1.6581728
74006.0,"City of Sullivan, IN",45460,"Clay County, IN",0.36056228035923465,-1.7463598
2908.0,"Avon Town, IN",26900,"Marion County, IN",0.006685592056900295,-0.62875223
36003.0,"Indianapolis City, IN",26900,"Marion County, IN",0.8366299394251975,-1.1528692
19270.0,"Dyer Town, IN",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0026783895120473557,-0.43803877
63792.0,"Rensselaer City, IN",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0010204673678861965,-0.30795056
69318.0,"Shelbyville City, IN",26900,"Marion County, IN",0.01920823671789648,-1.0051335
52740.0,"New Castle City, IN",35220,"Henry County, IN",1.0,-1.6917179
64260.0,"Richmond, IN",39980,"Wayne County, IN",1.0,-1.4684392
77768.0,"Union City, IN", , ,0.0031503185544369304,-0.9415049
1666.0,"Angola City, IN",11420,"Steuben County, IN",1.0,-1.1800376
12034.0,"Chandler Town, IN",21780,"Warrick County, IN",0.019394835983877336,-1.2895168
22000.0,"Evansville, IN",21780,"Warrick County, IN",0.7621405780839607,-0.61405176
52326.0,"New Albany, IN",31140,"Trimble County, KY",0.6752320925137819,-1.0328438
16336.0,"Town of Cumberland, IN",26900,"Marion County, IN",0.0058852042754404,-0.71805495
29448.0,"Greendale City, IN",17140,"Campbell County, KY",0.007388425488004127,-0.7900895
7318.0,"Bremen Town, IN",38500,"Marshall County, IN",1.0,-1.5219542
16804.0,"Town of Danville, IN",26900,"Marion County, IN",0.006867498370868453,-0.07400856
47448.0,"Martinville, IN",26900,"Marion County, IN",0.012517294475291237,-1.5099372
34114.0,"Hobart City, IN",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.004888952370928901,-0.76064885
71000.0,"South Bend City, IN",43780,"Cass County, MI",0.671611845999514,-1.2218095
35284.0,"Huntingburg City, IN",27540,"Jasper, IN",1.0,-1.7052437
54180.0,"Noblesville City, IN",26900,"Marion County, IN",0.030592361860880192,-0.5871261
54954.0,"Town of North Manchester, IN",47340,"Wabash County, IN",1.0,-1.3768529
52020.0,"Nappanee, IN",21140,"Elkhart County, IN",1.0,-0.8325504
52020.0,"Nappanee, IN",47700,"Kosciusko County, IN",0.0243614931237721,-0.8325504
49932.0,"Mishawaka City, IN",43780,"Cass County, MI",0.29008741814284733,-1.2575973
25450.0,"Franklin City, IN",26900,"Marion County, IN",0.020826132875072095,-1.1828982
84122.0,"Whiting City, IN",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0009902041686496773,-1.3617415
15256.0,"Corydon Town, IN",31140,"Trimble County, KY",0.04875289554490115,-1.5042008
40392.0,"Kokomo City, IN",29020,"Howard County, IN",1.0,-0.95596826
12412.0,"Chesterton Town, IN",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.0020216588126918075,0.32216597
8416.0,"Brownsburg Town, IN",26900,"Marion County, IN",0.015536939287162658,0.028422259
82862.0,"West Lafayette City, IN",29140,29140,1.0,-1.5558535
2620.0,"Attica City, IN", , ,0.003036378264367566,-1.2459332
2674.0,"Auburn City, IN",12140,"DeKalb County, IN",0.8158659368876275,-0.92951447
60246.0,"Plainfield Town, IN",26900,"Marion County, IN",0.019684403245636656,-0.7744996
29520.0,"Greenfield City, IN",26900,"Marion County, IN",0.01562254225844179,
25000.0,"Fort Wayne City, IN",23060,"Fort Wayne, IN",1.0,-0.83858526
7174.0,"Brazil City, IN",45460,"Clay County, IN",0.6394377196407653,-1.3878751
15742.0,"Crawfordsville City, IN",18820,"Montgomery County, IN",1.0,-1.3303998
8470.0,"Brownstown Town, IN",42980,"Jackson County, IN",1.0,-1.899769
1468.0,"Anderson City, IN",11300,11300,1.0,-1.2100285
61092.0,"Portage, IN",16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.00645666319507292,-1.1596675
82700.0,"Town of Westfield, IN",26900,"Marion County, IN",0.0099438551512123,-0.27356422
80306.0,"Warsaw City, IN",47700,"Kosciusko County, IN",0.9756385068762279,-1.4014363
51732.0,"Mount Vernon City, IN",21780,"Warrick County, IN",0.04687607740382506,-0.60752857
25324.0,"Frankfort City, IN",23140,"Clinton County, IN",1.0,-0.0945456
17074.0,"Decatur City, IN",19540,"Adams County, IN",1.0,-1.149198
21800.0,"Eureka City, KS", , ,0.002534519124138381,-1.2207962
52575.0,"Olathe City, KS",28140,"Linn County, KS",0.09446695302870023,0.027858915
22700.0,"Fairway City, KS",28140,"Linn County, KS",0.004015978554349339,-1.3222687
32550.0,"Hoisington City, KS",24460,"Barton County, KS",1.0,-2.0458355
56025.0,"City of Pittsburg, KS",38260,"Crawford County, KS",1.0,-0.40594977
5775.0,"Beloit City, KS", , ,0.0034956185174715693,-1.1520454
1800.0,"Andover City, KS",48620,"Kingman County, KS",0.09188684939775564,-1.0426852
38700.0,"Larned City, KS", , ,0.0036843593033116613,-1.674045
73250.0,"Valley Center City, KS",48620,"Kingman County, KS",0.0669876807418992,-1.4155555
53550.0,"Ottawa City, KS",28140,"Linn County, KS",0.012113987941902448,-0.7822622
13625.0,"Clay Center City, KS", , ,0.003969644915088391,-1.3365294
61250.0,"Rose Hill City, KS",48620,"Kingman County, KS",0.04708206436743765,-1.2725426
46000.0,"Merriam City, KS",28140,"Linn County, KS",0.01118620747122407,-1.0633194
38900.0,"Lawrence City, KS",29940,"Douglas County, KS",1.0,-0.5781117
39000.0,"Leavenworth City, KS",28140,"Linn County, KS",0.03599341103113705,-1.5345771
50475.0,"Newton City, KS",48620,"Kingman County, KS",0.23582187834389662,-0.94673616
44250.0,"Manhattan City, KS",31740,"Manhattan, KS",0.9134828942274386,-1.2537962
