cbsa23,cbsaname23,li_lihtc_units,new_permits_total,cbsatype23
32460.0,"mayfield, ky",0.0,9.0,micro
32540.0,"mcalester, ok",0.0,46.0,micro
32580.0,"mcallen-edinburg-mission, tx",0.0,7378.0,metro
32620.0,"mccomb, ms",0.0,10.0,micro
32660.0,"mcminnville, tn",0.0,282.0,micro
32700.0,"mcpherson, ks",0.0,102.0,micro
32740.0,"meadville, pa",0.0,83.0,micro
32780.0,"medford, or",0.0,904.0,metro
32820.0,"memphis, tn-ms-ar",111.0,4205.0,metro
32860.0,"menomonie, wi",0.0,151.0,micro
32900.0,"merced, ca",59.0,459.0,metro
32940.0,"meridian, ms",0.0,18.0,micro
33020.0,"mexico, mo",0.0,27.0,micro
33060.0,"miami, ok",0.0,3.0,micro
33100.0,"miami-fort lauderdale-west palm beach, fl",197.5,16136.0,metro
33140.0,"michigan city-la porte, in",0.0,216.0,metro
33180.0,"middlesborough, ky",0.0,44.0,micro
33220.0,"midland, mi",0.0,320.0,metro
33260.0,"midland, tx",140.33333333333334,1509.0,metro
33300.0,"milledgeville, ga",83.0,202.0,micro
33340.0,"milwaukee-waukesha, wi",0.0,3930.0,metro
33380.0,"minden, la",0.0,36.0,micro
33420.0,"mineral wells, tx",0.0,27.0,micro
33460.0,"minneapolis-st. paul-bloomington, mn-wi",972.5,14828.0,metro
33500.0,"minot, nd",27.0,135.0,metro
33540.0,"missoula, mt",101.0,777.0,metro
33580.0,"mitchell, sd",0.0,74.0,micro
33620.0,"moberly, mo",0.0,25.0,micro
33660.0,"mobile, al",0.0,1678.0,metro
33700.0,"modesto, ca",32.5,923.0,metro
33740.0,"monroe, la",0.0,385.0,metro
33780.0,"monroe, mi",0.0,264.0,metro
33860.0,"montgomery, al",0.0,773.0,metro
33900.0,"monticello, in",0.0,47.0,micro
33910.0,"monticello, ny",114.0,739.0,micro
33940.0,"montrose, co",38.0,271.0,micro
33980.0,"morehead city, nc",0.0,935.0,micro
34020.0,"morgan city, la",0.0,37.0,micro
34060.0,"morgantown, wv",0.0,25.0,metro
34100.0,"morristown, tn",0.0,552.0,metro
34140.0,"moscow, id",0.0,199.0,micro
34180.0,"moses lake, wa",23.5,559.0,micro
34220.0,"moultrie, ga",0.0,94.0,micro
34260.0,"mountain home, ar",0.0,47.0,micro
34300.0,"mountain home, id",0.0,129.0,micro
34340.0,"mount airy, nc",0.0,243.0,micro
34380.0,"mount pleasant, mi",0.0,72.0,micro
34420.0,"mount pleasant, tx",0.0,53.0,micro
34460.0,"mount sterling, ky",0.0,56.0,micro
34500.0,"mount vernon, il",0.0,6.0,micro
34540.0,"mount vernon, oh",0.0,195.0,micro
34580.0,"mount vernon-anacortes, wa",0.0,561.0,metro
34620.0,"muncie, in",0.0,171.0,metro
34660.0,"murray, ky",0.0,81.0,micro
34680.0,"murrells inlet, sc",0.0,323.0,micro
34700.0,"muscatine, ia",0.0,65.0,micro
34740.0,"muskegon-norton shores, mi",0.0,438.0,metro
34780.0,"muskogee, ok",0.0,58.0,micro
34820.0,"myrtle beach-conway-north myrtle beach, sc",0.0,7369.0,metro
34860.0,"nacogdoches, tx",0.0,35.0,micro
34880.0,"nantucket, ma",0.0,262.0,micro
34900.0,"napa, ca",52.0,427.0,metro
34940.0,"naples-marco island, fl",0.0,3520.0,metro
34980.0,"nashville-davidson--murfreesboro--franklin, tn",510.25,19947.0,metro
35020.0,"natchez, ms-la",15.0,33.0,micro
35060.0,"natchitoches, la",0.0,95.0,micro
35100.0,"new bern, nc",0.0,631.0,micro
35140.0,"newberry, sc",0.0,155.0,micro
35220.0,"new castle, in",0.0,47.0,micro
35300.0,"new haven, ct",,1059.0,
35340.0,"new iberia, la",0.0,94.0,micro
35380.0,"new orleans-metairie, la",0.0,1627.0,metro
35420.0,"new philadelphia-dover, oh",0.0,244.0,micro
35440.0,"newport, or",55.0,287.0,micro
35460.0,"newport, tn",20.0,13.0,micro
35580.0,"new ulm, mn",0.0,41.0,micro
35620.0,"new york-newark-jersey city, ny-nj",3459.25,58580.0,metro
35660.0,"niles, mi",0.0,397.0,metro
35700.0,"nogales, az",0.0,340.0,micro
35740.0,"norfolk, ne",0.0,293.0,micro
35820.0,"north platte, ne",0.0,69.0,micro
35840.0,"north port-bradenton-sarasota, fl",0.0,14938.0,metro
35900.0,"north wilkesboro, nc",0.0,134.0,micro
35940.0,"norwalk, oh",0.0,40.0,micro
35980.0,"norwich-new london-willimantic, ct",,487.0,
36020.0,"oak harbor, wa",0.0,402.0,micro
36100.0,"ocala, fl",0.0,7071.0,metro
36180.0,"ocean pines, md",0.0,354.0,micro
36220.0,"odessa, tx",144.0,1004.0,metro
36260.0,"ogden, ut",0.0,3287.0,metro
36340.0,"oil city, pa",0.0,42.0,micro
36380.0,"okeechobee, fl",0.0,18.0,micro
36420.0,"oklahoma city, ok",65.0,6896.0,metro
36460.0,"olean, ny",0.0,128.0,micro
36500.0,"olympia-lacey-tumwater, wa",119.5,1222.0,metro
36540.0,"omaha, ne-ia",0.0,7214.0,metro
36580.0,"oneonta, ny",0.0,133.0,micro
36620.0,"ontario, or-id",0.0,274.0,micro
36660.0,"opelousas, la",0.0,142.0,micro
36700.0,"orangeburg, sc",0.0,87.0,micro
36740.0,"orlando-kissimmee-sanford, fl",60.0,23644.0,metro
36780.0,"oshkosh-neenah, wi",16.5,652.0,metro
36820.0,"oskaloosa, ia",0.0,13.0,micro
36830.0,"othello, wa",0.0,49.0,micro
36837.0,"ottawa, il",0.0,109.0,micro
36840.0,"ottawa, ks",0.0,85.0,micro
36900.0,"ottumwa, ia",0.0,44.0,micro
36940.0,"owatonna, mn",0.0,28.0,micro
36980.0,"owensboro, ky",0.0,227.0,metro
37020.0,"owosso, mi",0.0,74.0,micro
37060.0,"oxford, ms",0.0,527.0,micro
37100.0,"oxnard-thousand oaks-ventura, ca",49.0,1759.0,metro
37120.0,"ozark, al",0.0,38.0,micro
37140.0,"paducah, ky-il",0.0,192.0,metro
37220.0,"pahrump, nv",0.0,,micro
37260.0,"palatka, fl",0.0,113.0,micro
37300.0,"palestine, tx",0.0,29.0,micro
37340.0,"palm bay-melbourne-titusville, fl",0.0,4602.0,metro
37420.0,"pampa, tx",0.0,7.0,micro
37460.0,"panama city-panama city beach, fl",0.0,2690.0,metro
37500.0,"paragould, ar",0.0,265.0,micro
37540.0,"paris, tn",0.0,19.0,micro
37580.0,"paris, tx",0.0,133.0,micro
37620.0,"parkersburg-vienna, wv",0.0,138.0,metro
37740.0,"payson, az",0.0,217.0,micro
37800.0,"pella, ia",0.0,122.0,micro
37860.0,"pensacola-ferry pass-brent, fl",36.0,3462.0,metro
37900.0,"peoria, il",0.0,196.0,metro
37940.0,"peru, in",39.0,35.0,micro
37950.0,"petoskey, mi",0.0,161.0,micro
37980.0,"philadelphia-camden-wilmington, pa-nj-de-md",183.0,13624.0,metro
38060.0,"phoenix-mesa-chandler, az",196.0,45515.0,metro
38100.0,"picayune, ms",0.0,326.0,micro
38180.0,"pierre, sd",0.0,147.0,micro
38210.0,"pikeville, ky",0.0,9.0,micro
38220.0,"pine bluff, ar",0.0,62.0,micro
38240.0,"pinehurst-southern pines, nc",0.0,941.0,metro
38260.0,"pittsburg, ks",0.0,65.0,micro
38300.0,"pittsburgh, pa",50.5,5469.0,metro
38340.0,"pittsfield, ma",20.5,130.0,metro
38380.0,"plainview, tx",0.0,13.0,micro
38420.0,"platteville, wi",0.0,120.0,micro
38460.0,"plattsburgh, ny",0.0,192.0,micro
38500.0,"plymouth, in",0.0,147.0,micro
38540.0,"pocatello, id",0.0,325.0,metro
38620.0,"ponca city, ok",0.0,11.0,micro
38660.0,"ponce, pr",0.0,,metro
38700.0,"pontiac, il",51.5,35.0,micro
38740.0,"poplar bluff, mo",0.0,63.0,micro
38820.0,"port angeles, wa",109.0,166.0,micro
38860.0,"portland-south portland, me",91.5,2984.0,metro
38900.0,"portland-vancouver-hillsboro, or-wa",362.5,9129.0,metro
38920.0,"port lavaca, tx",0.0,95.0,micro
38940.0,"port st. lucie, fl",0.0,5605.0,metro
39020.0,"portsmouth, oh",0.0,8.0,micro
39040.0,"port townsend, wa",0.0,147.0,micro
39060.0,"pottsville, pa",0.0,169.0,micro
39150.0,"prescott valley-prescott, az",0.0,2062.0,metro
39220.0,"price, ut",0.0,196.0,micro
39300.0,"providence-warwick, ri-ma",113.33333333333333,2441.0,metro
39340.0,"provo-orem-lehi, ut",0.0,6433.0,metro
39380.0,"pueblo, co",76.5,269.0,metro
39420.0,"pullman, wa",0.0,49.0,micro
39460.0,"punta gorda, fl",0.0,4585.0,metro
39480.0,"putnam, ct",,149.0,
39500.0,"quincy, il-mo",87.5,68.0,micro
39540.0,"racine-mount pleasant, wi",0.0,505.0,metro
39580.0,"raleigh-cary, nc",182.5,18980.0,metro
39660.0,"rapid city, sd",0.0,1551.0,metro
39700.0,"raymondville, tx",0.0,36.0,micro
39740.0,"reading, pa",0.0,258.0,metro
39780.0,"red bluff, ca",0.0,186.0,micro
39820.0,"redding, ca",40.5,246.0,metro
39860.0,"red wing, mn",0.0,86.0,micro
39900.0,"reno, nv",265.0,4391.0,metro
39940.0,"rexburg, id",0.0,409.0,micro
39960.0,"rice lake, wi",0.0,156.0,micro
39980.0,"richmond, in",0.0,38.0,micro
40060.0,"richmond, va",622.0,8625.0,metro
40080.0,"richmond-berea, ky",0.0,453.0,micro
40090.0,"rifle, co",0.0,316.0,micro
40100.0,"rio grande city-roma, tx",0.0,0.0,micro
40140.0,"riverside-san bernardino-ontario, ca",270.6666666666667,14653.0,metro
40180.0,"riverton, wy",0.0,22.0,micro
40220.0,"roanoke, va",0.0,1054.0,metro
40260.0,"roanoke rapids, nc",0.0,72.0,micro
40300.0,"rochelle, il",0.0,113.0,micro
40340.0,"rochester, mn",0.0,1521.0,metro
40380.0,"rochester, ny",232.5,1826.0,metro
40420.0,"rockford, il",64.0,341.0,metro
40460.0,"rockingham, nc",0.0,54.0,micro
40540.0,"rock springs, wy",0.0,47.0,micro
40580.0,"rocky mount, nc",0.0,550.0,metro
40620.0,"rolla, mo",40.0,162.0,micro
40660.0,"rome, ga",40.0,355.0,metro
40700.0,"roseburg, or",0.0,190.0,micro
40740.0,"roswell, nm",0.0,88.0,micro
40760.0,"ruidoso, nm",0.0,92.0,micro
40770.0,"russellville, al",0.0,15.0,micro
40780.0,"russellville, ar",0.0,65.0,micro
40820.0,"ruston, la",0.0,171.0,micro
40860.0,"rutland, vt",20.0,90.0,micro
40900.0,"sacramento-roseville-folsom, ca",245.5,11518.0,metro
40940.0,"safford, az",0.0,137.0,micro
40980.0,"saginaw, mi",0.0,154.0,metro
41060.0,"st. cloud, mn",0.0,743.0,metro
41100.0,"st. george, ut",100.0,3140.0,metro
41140.0,"st. joseph, mo-ks",0.0,79.0,metro
41180.0,"st. louis, mo-il",23.0,6691.0,metro
41260.0,"st. marys, pa",0.0,53.0,micro
41400.0,"salem, oh",0.0,49.0,micro
41420.0,"salem, or",27.0,1768.0,metro
41460.0,"salina, ks",0.0,305.0,micro
41500.0,"salinas, ca",95.0,530.0,metro
41540.0,"salisbury, md",60.0,327.0,metro
41620.0,"salt lake city-murray, ut",356.3333333333333,5837.0,metro
41660.0,"san angelo, tx",0.0,233.0,metro
41700.0,"san antonio-new braunfels, tx",1100.5,14776.0,metro
41740.0,"san diego-chula vista-carlsbad, ca",597.0,11759.0,metro
41760.0,"sandpoint, id",0.0,147.0,micro
41780.0,"sandusky, oh",0.0,256.0,metro
41820.0,"sanford, nc",25.0,602.0,micro
41860.0,"san francisco-oakland-fremont, ca",1287.5,5829.0,metro
41940.0,"san jose-sunnyvale-santa clara, ca",296.75,4119.0,metro
41980.0,"san juan-bayamón-caguas, pr",0.0,,metro
42020.0,"san luis obispo-paso robles, ca",45.333333333333336,1104.0,metro
42100.0,"santa cruz-watsonville, ca",51.0,224.0,metro
42140.0,"santa fe, nm",0.0,244.0,metro
42200.0,"santa maria-santa barbara, ca",62.5,719.0,metro
42220.0,"santa rosa-petaluma, ca",140.66666666666666,1039.0,metro
42300.0,"sault ste. marie, mi",0.0,92.0,micro
42340.0,"savannah, ga",0.0,4040.0,metro
42380.0,"sayre, pa",0.0,66.0,micro
42420.0,"scottsbluff, ne",0.0,33.0,micro
42460.0,"scottsboro, al",0.0,46.0,micro
42540.0,"scranton--wilkes-barre, pa",0.0,633.0,metro
42580.0,"seaford, de",0.0,4354.0,micro
42620.0,"searcy, ar",0.0,219.0,micro
42660.0,"seattle-tacoma-bellevue, wa",1875.75,17746.0,metro
42680.0,"sebastian-vero beach-west vero corridor, fl",0.0,564.0,metro
42700.0,"sebring, fl",0.0,,metro
42700.0,"sebring-, fl",,980.0,metro
42740.0,"sedalia, mo",0.0,109.0,micro
42780.0,"selinsgrove, pa",0.0,48.0,micro
42820.0,"selma, al",0.0,7.0,micro
42860.0,"seneca, sc",0.0,648.0,micro
42900.0,"seneca falls, ny",0.0,48.0,micro
42940.0,"sevierville, tn",0.0,1594.0,micro
42980.0,"seymour, in",0.0,101.0,micro
43020.0,"shawano, wi",0.0,91.0,micro
43060.0,"shawnee, ok",0.0,183.0,micro
43100.0,"sheboygan, wi",0.0,383.0,metro
43140.0,"shelby-kings mountain, nc",0.0,461.0,micro
43180.0,"shelbyville, tn",0.0,630.0,micro
43220.0,"shelton, wa",0.0,299.0,micro
43260.0,"sheridan, wy",37.5,309.0,micro
43300.0,"sherman-denison, tx",0.0,2272.0,metro
43320.0,"show low, az",25.5,485.0,micro
43340.0,"shreveport-bossier city, la",0.0,1050.0,metro
43380.0,"sidney, oh",0.0,337.0,micro
43420.0,"sierra vista-douglas, az",30.0,437.0,metro
43460.0,"sikeston, mo",0.0,130.0,micro
43500.0,"silver city, nm",0.0,,micro
43580.0,"sioux city, ia-ne-sd",0.0,253.0,metro
43620.0,"sioux falls, sd-mn",59.5,2774.0,metro
43640.0,"slidell-mandeville-covington, la",0.0,1064.0,metro
43660.0,"snyder, tx",0.0,32.0,micro
43700.0,"somerset, ky",0.0,117.0,micro
43740.0,"somerset, pa",0.0,78.0,micro
43760.0,"sonora, ca",0.0,60.0,micro
43780.0,"south bend-mishawaka, in-mi",105.0,882.0,metro
43890.0,"sparta, wi",0.0,93.0,micro
43900.0,"spartanburg, sc",40.5,3186.0,metro
43940.0,"spearfish, sd",0.0,217.0,micro
43980.0,"spencer, ia",0.0,11.0,micro
44020.0,"spirit lake, ia",0.0,295.0,micro
44060.0,"spokane-spokane valley, wa",94.66666666666667,3949.0,metro
44100.0,"springfield, il",14.0,234.0,metro
44140.0,"springfield, ma",152.5,453.0,metro
44180.0,"springfield, mo",0.0,2203.0,metro
44220.0,"springfield, oh",0.0,232.0,metro
44260.0,"starkville, ms",0.0,74.0,micro
44300.0,"state college, pa",0.0,399.0,metro
44340.0,"statesboro, ga",0.0,694.0,micro
44420.0,"staunton-stuarts draft, va",0.0,566.0,metro
44460.0,"steamboat springs, co",0.0,615.0,micro
44500.0,"stephenville, tx",0.0,110.0,micro
44540.0,"sterling, co",0.0,11.0,micro
44580.0,"sterling, il",0.0,19.0,micro
44620.0,"stevens point-plover, wi",0.0,255.0,micro
44660.0,"stillwater, ok",0.0,182.0,micro
44700.0,"stockton-lodi, ca",29.666666666666668,3779.0,metro
44740.0,"storm lake, ia",0.0,164.0,micro
44780.0,"sturgis, mi",0.0,125.0,micro
44860.0,"sulphur springs, tx",0.0,66.0,micro
44900.0,"summerville, ga",0.0,2.0,micro
44940.0,"sumter, sc",0.0,386.0,metro
44980.0,"sunbury, pa",0.0,108.0,micro
45000.0,"susanville, ca",0.0,6.0,micro
45020.0,"sweetwater, tx",0.0,15.0,micro
45060.0,"syracuse, ny",85.0,925.0,metro
45140.0,"tahlequah, ok",0.0,48.0,micro
45180.0,"talladega-sylacauga, al",0.0,189.0,micro
45220.0,"tallahassee, fl",0.0,2404.0,metro
45300.0,"tampa-st. petersburg-clearwater, fl",163.33333333333334,20999.0,metro
45340.0,"taos, nm",0.0,127.0,micro
45380.0,"taylorville, il",0.0,26.0,micro
45460.0,"terre haute, in",0.0,162.0,metro
45500.0,"texarkana, tx-ar",121.0,162.0,metro
45520.0,"the dalles, or",0.0,48.0,micro
45580.0,"thomaston, ga",0.0,111.0,micro
45620.0,"thomasville, ga",0.0,268.0,micro
45660.0,"tiffin, oh",0.0,45.0,micro
45700.0,"tifton, ga",0.0,185.0,micro
45740.0,"toccoa, ga",0.0,52.0,micro
45780.0,"toledo, oh",0.0,932.0,metro
45820.0,"topeka, ks",0.0,387.0,metro
45860.0,"torrington, ct",,154.0,
45880.0,"town of pecos, tx",0.0,22.0,micro
45900.0,"traverse city, mi",0.0,1232.0,metro
45940.0,"trenton-princeton, nj",0.0,2256.0,metro
45980.0,"troy, al",0.0,42.0,micro
46020.0,"truckee-grass valley, ca",33.5,215.0,micro
46060.0,"tucson, az",50.0,5268.0,metro
46100.0,"tullahoma-manchester, tn",0.0,420.0,micro
46140.0,"tulsa, ok",0.0,4304.0,metro
46180.0,"tupelo, ms",0.0,169.0,micro
46220.0,"tuscaloosa, al",0.0,639.0,metro
46300.0,"twin falls, id",0.0,735.0,metro
46340.0,"tyler, tx",50.0,595.0,metro
46380.0,"ukiah, ca",15.0,8.0,micro
46460.0,"union city, tn",0.0,21.0,micro
46500.0,"urbana, oh",0.0,42.0,micro
46520.0,"urban honolulu, hi",174.66666666666666,1638.0,metro
46540.0,"utica-rome, ny",72.0,258.0,metro
46580.0,"utuado, pr",0.0,,micro
46620.0,"uvalde, tx",0.0,17.0,micro
46660.0,"valdosta, ga",0.0,983.0,metro
46700.0,"vallejo, ca",120.0,1472.0,metro
46780.0,"van wert, oh",0.0,44.0,micro
46820.0,"vermillion, sd",0.0,28.0,micro
46860.0,"vernal, ut",0.0,85.0,micro
46900.0,"vernon, tx",0.0,19.0,micro
46980.0,"vicksburg, ms",0.0,12.0,micro
47020.0,"victoria, tx",0.0,53.0,metro
47080.0,"vidalia, ga",0.0,56.0,micro
47180.0,"vincennes, in",0.0,36.0,micro
47220.0,"vineland, nj",0.0,216.0,metro
47240.0,"vineyard haven, ma",0.0,97.0,micro
47260.0,"virginia beach-chesapeake-norfolk, va-nc",326.6666666666667,4912.0,metro
47300.0,"visalia, ca",29.666666666666668,1447.0,metro
47340.0,"wabash, in",0.0,42.0,micro
47380.0,"waco, tx",0.0,1033.0,metro
47420.0,"wahpeton, nd-mn",0.0,53.0,micro
47460.0,"walla walla, wa",43.666666666666664,206.0,metro
47540.0,"wapakoneta, oh",0.0,121.0,micro
47580.0,"warner robins, ga",0.0,1694.0,metro
47620.0,"warren, pa",0.0,53.0,micro
47660.0,"warrensburg, mo",0.0,80.0,micro
47700.0,"warsaw, in",0.0,261.0,micro
47780.0,"washington, in",0.0,71.0,micro
47820.0,"washington, nc",0.0,216.0,micro
47900.0,"washington-arlington-alexandria, dc-va-md-wv",1042.0,21931.0,metro
47920.0,"washington court house, oh",0.0,71.0,micro
47930.0,"waterbury-shelton, ct",,502.0,
47940.0,"waterloo-cedar falls, ia",0.0,335.0,metro
47980.0,"watertown, sd",0.0,160.0,micro
48020.0,"watertown-fort atkinson, wi",0.0,145.0,micro
48060.0,"watertown-fort drum, ny",0.0,196.0,metro
48140.0,"wausau, wi",0.0,298.0,metro
48180.0,"waycross, ga",0.0,133.0,micro
48200.0,"waynesville, nc",0.0,537.0,micro
48220.0,"weatherford, ok",0.0,29.0,micro
48260.0,"weirton-steubenville, wv-oh",0.0,19.0,metro
48300.0,"wenatchee-east wenatchee, wa",20.0,1025.0,metro
48460.0,"west plains, mo",0.0,53.0,micro
48540.0,"wheeling, wv-oh",76.0,12.0,metro
48580.0,"whitewater-elkhorn, wi",0.0,474.0,micro
48620.0,"wichita, ks",0.0,3010.0,metro
48660.0,"wichita falls, tx",0.0,269.0,metro
48680.0,"wildwood-the villages, fl",0.0,3961.0,metro
48700.0,"williamsport, pa",0.0,73.0,metro
48780.0,"williston, nd",0.0,90.0,micro
48820.0,"willmar, mn",0.0,196.0,micro
48900.0,"wilmington, nc",0.0,9636.0,metro
48940.0,"wilmington, oh",0.0,119.0,micro
48980.0,"wilson, nc",0.0,580.0,micro
49010.0,"winchester, tn",0.0,422.0,micro
49020.0,"winchester, va-wv",0.0,1087.0,metro
49080.0,"winnemucca, nv",0.0,37.0,micro
49100.0,"winona, mn",0.0,37.0,micro
49180.0,"winston-salem, nc",84.0,5536.0,metro
49220.0,"wisconsin rapids-marshfield, wi",0.0,122.0,micro
49260.0,"woodward, ok",0.0,2.0,micro
49300.0,"wooster, oh",0.0,284.0,micro
49340.0,"worcester, ma",259.0,2293.0,metro
49380.0,"worthington, mn",0.0,19.0,micro
49420.0,"yakima, wa",92.5,468.0,metro
49460.0,"yankton, sd",0.0,179.0,micro
49620.0,"york-hanover, pa",0.0,1328.0,metro
49660.0,"youngstown-warren, oh",0.0,276.0,metro
49700.0,"yuba city, ca",12.0,823.0,metro
49740.0,"yuma, az",0.0,1399.0,metro
49780.0,"zanesville, oh",0.0,140.0,micro
49820.0,"zapata, tx",0.0,,micro
99999.0,[not in any cbsa],475.5,, 
