Unnamed: 0,cbsa,cbsa_name,accessory apartments banned,no flexible zoning by right,no flexible zoning by permit,affordable incentive,affordable mandate,zoning district count,permit cap or phasing,wetlands restricted in lot size calc,longest frontage requirement,highest res min lot size,mean res min lot size,lowest res min lot size,mandatory approval steps,distinct approval bodies,public hearing requirements,max review waiting time,multifamily not allowed,no mixed-use buildings,no conversion to multifamily,townhouses not allowed,age-restricted provisions,first_pc,second_pc,third_pc,overall_index,local_political_pressure_2018,state_involvement_2018,court_involvement_2018,local_project_2018,local_zoning_2018,local_assembly_2018,supply_restrictions_2018,density_restriction_2018,open_space_2018,exactions_2018,affordable_housing_2018,approval_delay_2018,wrluri18,_merge
10.0,10660.0,"Albert Lea, MN",0.0,0.0,0.9752047315741584,0.0,0.0,21.603275705186533,0.0,0.0,60.371929026387626,19752.047315741584,19752.047315741584,19752.047315741584,5.049590536851683,2.9504094631483166,0.0,182.0084167424932,1.0,1.0,0.0,1.0,0.0,-0.7077466613083079,-1.0292558937054506,-0.699617149448385,-3.449910073484503,7.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.75,-0.723443865776062,both
11.0,10700.0,"Albertville, AL",0.2396094302049206,0.0,0.7606475236076315,0.0,0.0,16.282456478447997,0.2393524763923684,0.2396094302049206,100.0,62103.0256311428,23467.427892336353,8584.794758142223,3.957666859382026,2.71857133680221,0.0,31.612385173765016,1.0,0.7603905697950794,0.0,1.0,0.0,-0.1763790776734972,-0.4765436943061274,-0.4919179772725641,-2.445368266007,8.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,5.5,-0.6902435421943665,both
12.0,10740.0,"Albuquerque, NM",0.9632843225789806,0.9486142697594184,0.9733285170345852,0.9632843225789806,0.0,0.5693159995724306,0.0,0.0123479087802846,20.933667771220893,13932.11329851346,8848.479437967424,4172.132281119495,4.022738581870321,3.015016531453994,0.0,91.27799012904488,0.9856764258148698,0.9609621785397032,0.0,0.9856764258148698,0.9632843225789806,1.3038599578340788,-1.51395411104419,0.067724872850204,-8.719908642768186,9.000000000000002,2.0846578008433347,2.4232890042166715,1.5238404151800178,2.0,0.08465780084333431,0.0,2.1693156016866686,0.9153421991566657,0.9153421991566657,0.0,1.3855822251054168,-0.3896727780803939,both
13.0,10780.0,"Alexandria, LA",0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,25.0,43560.0,25413.33333333333,10900.0,5.0,4.0,0.0,135.0,1.0,0.0,0.0,1.0,1.0,-1.109142985157729,-0.7015723242748901,0.1491228625989741,-1.8089896191219832,,,,,,,,,,,,,,left_only
14.0,10860.0,"Alice, TX",0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,35.0,7000.0,7000.0,7000.0,5.0,2.0,0.0,60.0,1.0,0.0,0.0,1.0,1.0,-0.9754416439931852,-0.992425166568256,0.7787992090699777,-3.29830033283022,,,,,,,,,,,,,,left_only
15.0,10900.0,"Allentown-Bethlehem-Easton, PA-NJ",0.3691841592728846,0.3890735968208377,0.8531407999055695,0.6047884165174795,0.2918494619425154,10.709901438098798,0.4549782612972399,0.086384293049517,124.35718360842792,102570.65570222896,52646.43021319011,14077.921937400406,4.941649780645669,3.2091440262831736,0.4894650902008616,215.50606913104207,0.804095925714623,0.4832484114024906,0.2304695953256871,0.9396037850917748,0.7699828844602703,1.4704290717125128,1.1033744055488504,0.1937520518364165,4.433760903709769,7.824234999647466,1.683626524712684,2.6799072833674114,2.7524501163364583,3.537782909116548,0.47710286963265863,0.02709229359091872,2.1029136994994,0.9430127617570331,0.8016375237960939,0.3770358880349715,6.818824142459283,0.2176279528747459,both
16.0,10940.0,"Alma, MI",0.0,0.0,0.6808146174343357,0.0,0.0,10.893033878949373,0.0,0.3191853825656642,40.848877046060146,8169.7754092120285,5021.007803578226,2723.258469737343,3.319185382565664,3.0,0.0,120.36676817662732,1.0,0.6808146174343357,0.0,1.0,0.6808146174343357,-0.24134683573445,-0.5051699576201825,0.0517837795189454,-0.8188430174889341,7.217128253272833,2.0,2.8434256506545665,3.686851301309133,2.0,0.0,0.0,2.156574349345434,0.8434256506545665,0.0,0.0,2.534710269650029,-0.6683426876850406,both
,10980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.930555582046509,-1.1643853187561037,right_only
17.0,11020.0,"Altoona, PA",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,43560.0,20385.0,7200.0,3.0,4.0,0.0,165.0,1.0,0.0,0.0,1.0,0.0,-0.8900615704031469,-0.7549821782009508,-0.0698794400656248,-1.9163439090268457,8.058893943021308,2.5967201340675126,3.849054345223845,1.9834211156332295,3.025736174287766,0.7310869044768973,0.0,1.478752693320565,0.0,0.0,0.2689130955231028,2.8467201340675126,-0.47743082176363294,both
18.0,11100.0,"Amarillo, TX",0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,50.0,43560.0,10382.5,5000.0,4.0,3.0,0.0,270.0,1.0,0.0,0.0,1.0,0.0,-1.166845662032371,-0.6246128099509525,0.3101180644691687,-0.0528117924084078,8.0,5.0,4.0,6.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.5,1.5172467231750488,both
19.0,11140.0,"Americus, GA",0.0,0.0,0.9070063694267516,0.0,0.0,14.163057324840764,0.0,0.0,34.18471337579618,7860.509554140127,7407.006369426752,6953.503184713376,4.092993630573249,2.1859872611464968,0.0,104.37452229299365,1.0,1.0,0.0,0.9070063694267516,0.0,-1.2903018291588977,-1.5302803661184798,0.0293790319557585,-7.204144640696788,9.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,-0.2860766649246216,both
20.0,11180.0,"Ames, IA",0.0,0.0,1.0,0.0,0.0,23.199715074347782,0.0,0.0,86.14816133915056,133854.1892974802,38605.24013890125,6721.039978630576,3.041403258837147,3.4715519544118956,0.1925919330424717,91.0428278870982,1.0,0.4715519544118956,0.0491496750066779,1.0,0.2789600213694239,-0.2391679437015362,-0.7717509058506974,-0.3113324328013447,-1.667120753505154,10.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.625,0.0,both
,11220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.257974891953077,1.1289874459765383,2.0,2.2579748919530767,1.5159497839061533,0.12898744597653836,0.0,3.0000000000000004,0.8710125540234617,0.0,0.0,3.024271969541058,-1.3199752814857704,right_only
21.0,11260.0,"Anchorage, AK",1.0,0.0,1.0,1.0,0.0,65.0,0.0,0.0,70.0,43560.0,14192.0,6000.0,3.0,3.0,0.0,581.0,1.0,1.0,0.0,1.0,0.0,2.759200150574296,-2.371195703084811,0.2572946796672905,2.214048893176796,,,,,,,,,,,,,,left_only
22.0,11380.0,"Andrews, TX",0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,50.0,43560.0,24530.0,5500.0,3.0,2.0,1.0,85.0,0.0,0.0,0.0,1.0,0.0,-2.317530758600367,1.463474452453235,2.496928350911467,3.66787435031402,,,,,,,,,,,,,,left_only
23.0,11420.0,"Angola, IN",0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,30.0,10000.0,10000.0,10000.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.165557940600695,-0.5986875610410709,0.3673185024423781,-2.283396760278354,8.0,5.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,both
24.0,11460.0,"Ann Arbor, MI",0.0,0.0,1.0,0.0,0.0,16.02132155205532,0.0,0.0,9.786784479446792,24611.532846715327,14009.338455628122,8817.825585862467,3.804264310411064,1.5872070687668076,0.0,554.0895121014214,1.0,0.1957356895889358,0.0,1.0,0.8042643104110642,-0.4194115704061298,-0.7688065406354669,0.4779518849706837,-0.5797307204553924,9.417747541354892,2.454019634317372,4.123285046036988,2.0049477782907514,1.7586303016576796,0.6043171107762264,0.2654726957551894,2.871235812158642,0.7581860469167853,0.735633585658412,0.4648298330124831,8.419146306487804,0.73963391027105,both
25.0,11500.0,"Anniston-Oxford, AL",0.6078616776982304,0.0,1.0,0.0,0.0,14.136431176550047,0.0,0.5116169120626773,35.23774145616642,22684.3847089018,16365.156017830612,12561.377144400918,4.365527488855869,2.704106443333784,0.0,60.3471565581521,1.0,1.0,0.3921383223017695,1.0,0.0,-0.1152501722601769,-0.757878635736283,-0.8982783049445238,-6.473160141279589,,,,,,,,,,,,,,left_only
26.0,11540.0,"Appleton, WI",0.0,0.0,1.0,0.0,0.0,13.463585773046214,0.0,0.0,69.15799661263006,14751.50737962739,10072.051778369225,6278.151463827728,4.063392209049117,3.768207113476893,0.6206145656907815,260.3305105250423,1.0,1.0,0.0,0.8524074522138883,0.0,-0.6377242893644632,-0.9421204251729156,-0.4585772762034349,-2.4851787880122065,8.48999211386083,1.5514288933118032,2.7742686544744455,2.6996507566938304,2.7742686544744455,0.16429456607458034,0.0,1.2964437267640543,0.851778136617973,0.851778136617973,0.0,4.930630140072854,-0.2199295189603337,both
27.0,11580.0,"Arcadia, FL",0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,100.0,10000.0,6642.857142857143,5000.0,6.0,4.0,0.0,180.0,1.0,1.0,0.0,1.0,1.0,1.326720277422238,-1.049341106182698,0.2403081462139822,0.5825814332426975,,,,,,,,,,,,,,left_only
28.0,11620.0,"Ardmore, OK",0.7733007733007733,0.0,0.9211097544430876,0.0,0.0,19.909781576448243,0.0,0.0,8.393026726360059,169996.64224664224,54152.19271469271,6000.0,4.8165784832451495,1.4405779405779406,0.0,55.85368335368335,1.0,0.0,0.0,1.0,0.0,-0.5663405181912389,-0.2065817322141409,-0.0493211409930157,-4.403486469771754,8.424129773572155,1.0,2.0,1.767826968570463,1.8080432578573842,0.19195674214261574,0.0,3.232173031429537,0.8080432578573843,0.0,0.0,1.5,-1.140500298542282,both
29.0,11660.0,"Arkadelphia, AR",0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,50.0,6000.0,5666.666666666667,5000.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.9612934817795036,-1.603303842586603,-0.6599005943735358,-5.225462579226987,,,,,,,,,,,,,,left_only
30.0,11700.0,"Asheville, NC",0.814637917230336,0.028795450153226,0.9675050385135696,0.7189475718505839,0.0,37.02596560006626,0.8490654592639629,0.0617873609232213,39.3523094337539,21861.03420667569,10969.515373218115,5131.767897076282,2.84279837663234,5.162971756715717,0.0905828110764473,153.33033323210293,1.0,0.9396482703404102,0.6571602109273625,1.0,0.1594102868501697,1.9290324075300935,-1.775301040937408,-0.5988751589526431,-1.5510080564300814,9.92395005675369,2.0,2.0,1.9746500189178962,2.0253499810821034,0.025349981082103606,0.0,2.0,0.025349981082103606,0.0,0.0,1.5221812334468405,-0.9846355803437725,both
31.0,11740.0,"Ashland, OH",0.0,0.0,0.1200378967314069,0.0,0.0,14.149502605400285,0.0,0.0,41.531027948839416,15138.12979630507,10776.248223590715,7385.963050686878,4.240075793462814,4.900805305542397,0.0330648981525343,201.71738512553293,1.0,0.1200378967314069,0.8468972051160587,0.9669351018474656,0.1200378967314069,-1.4647755834971434,-0.4871083756955755,0.0891474418898834,-1.6197757925510878,,,,,,,,,,,,,,left_only
32.0,11780.0,"Ashtabula, OH",0.0,0.0,1.0,0.0,0.0,11.198819098035225,0.073806372798534,0.0,51.360836811564695,14157.843835895348,11229.670874478265,8350.686755573653,3.89906342257966,3.230174081237911,0.5126743357426448,158.755980861244,1.0,0.073806372798534,0.2807187213682174,0.7933930571108623,0.073806372798534,-1.1580252764547152,-0.5380818144056748,0.2160495419661226,-2.8165934339316836,8.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,both
,11820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,5.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.416666507720947,0.3837420046329498,right_only
33.0,11900.0,"Athens, OH",0.0,0.0,1.0,0.0,0.0,10.713380687272029,0.0,0.0,0.0,10573.238625455942,8656.522365137262,6739.806104818584,4.214436552121328,3.785563447878672,0.0,246.92148205029756,1.0,1.0,0.2144365521213284,0.2144365521213284,0.0,-1.3059558569661776,-0.4941324539707422,-0.4305689523893036,-2.950186411621093,,,,,,,,,,,,,,left_only
,11940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8258143663406372,right_only
34.0,11980.0,"Athens, TX",0.5142081272427504,0.0,1.0,0.0,0.0,16.795849093201436,0.0,0.0,104.37639414217826,10837.843080205606,7029.64730223386,4672.679662496363,3.632819319173698,2.768984579575211,0.0,208.01862089031133,1.0,0.5142081272427504,0.0,1.0,0.5142081272427504,-0.2234107541156703,-1.0996776164216266,-0.0517552310444886,-4.435515396832996,,,,,,,,,,,,,,left_only
35.0,12020.0,"Athens-Clarke County, GA",0.9860656730885738,0.0,0.9860656730885738,0.9659171556663376,0.0,26.414429384985542,0.0,0.9659171556663376,146.67506188225926,40965.45238960724,14075.36719115127,5541.751224662893,3.0681656886673245,3.9860656730885737,0.9659171556663376,3.604507451835696,0.9907219885409636,0.9860656730885738,0.0,1.0,0.9860656730885738,3.0571007823393974,-0.1411618678818134,0.1628370148233278,3.024887448279296,,,,,,,,,,,,,,left_only
36.0,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",0.5421232995403127,0.1387673826810156,0.624704227925925,0.5241254441175883,0.0853104858486256,23.22377435098181,0.1011679649305953,0.3383264945613646,75.28884053146028,60384.5164776421,21832.83209278475,7004.434472241797,4.574800271800489,2.523266352926844,0.1925477515020968,133.76888661571633,0.9948790603348776,0.6911147075781715,0.321108962799671,0.9950376456280344,0.7304354584112694,1.384598629477068,-0.2981302200926745,0.2929493267977776,0.6435088700635371,9.578245530108235,3.1879447467559654,2.5545057704957235,1.7174849010345035,3.8276625007474747,0.09044429827184106,0.0,1.7087843090354597,0.33944268372899566,0.9034264187047781,0.0,3.768644877101133,0.13119467074895907,both
37.0,12100.0,"Atlantic City-Hammonton, NJ",0.1104530513942955,0.0323770429724776,0.7063193929020434,0.3671821748284585,0.1104530513942955,17.507793211045303,0.3322073948408791,0.212135900271134,97.1160953664854,39604.224011269485,28655.497631033108,13295.750738423789,4.308206728366076,3.1055150789924113,0.6221845226374225,213.23433405534772,0.923817385904058,0.3854269225525984,0.1546448749602387,0.95060512882655,0.6950802041836441,0.6686430810429661,0.646861234803489,0.3550286003429347,5.090541324784915,6.105700394318748,3.328050227786073,5.483199979582202,3.5662493778951805,3.377499585263454,0.44714980284062633,0.0,2.6719497722139276,0.7415999897911004,0.18874979263172673,0.7415999897911004,9.593264326990779,1.0766066731569062,both
38.0,12120.0,"Atmore, AL",0.0,0.0,1.0,0.0,0.0,9.265883977900552,0.0,0.0,89.45096685082873,13265.883977900552,9472.548342541437,4335.290055248619,4.156077348066298,3.1560773480662982,0.0,207.89019337016575,1.0,0.0,0.0,1.0,0.0,-1.3599487304101074,-0.6617369749796774,0.0276164474905038,-3.4464917362990284,,,,,,,,,,,,,,left_only
39.0,12140.0,"Auburn, IN",0.0,0.0,1.0,0.0,0.0,14.4180407371484,0.0,0.0,60.926285160038795,39653.88942774006,18411.94956353055,6465.56741028128,7.53443258971872,2.1163918525703203,0.88360814742968,222.66925315227937,1.0,1.0,0.0,0.88360814742968,1.0,-0.0581201495623149,-0.9372223944759168,0.2587667285352655,0.2316983709431259,,,,,,,,,,,,,,left_only
,12180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27390525986758,1.7867636611633657,3.5735273223267314,2.786763661163366,2.786763661163366,0.12685061521411722,0.0,1.512858401295786,0.0,0.12685061521411722,0.0,4.251893259911163,-0.6889470114176381,right_only
40.0,12220.0,"Auburn-Opelika, AL",0.0,0.0,0.1624277097195448,0.0,0.0,3.086126484671351,0.0,0.0,10.557801131770413,2030.34637149431,1482.1528511908464,1218.207822896586,4.162427709719545,2.0,0.1624277097195448,323.8352714383434,1.0,0.1624277097195448,0.0,1.0,0.0,-1.627488112219167,-0.3518630761583812,1.0117082350416229,-0.6939242926288368,,,,,,,,,,,,,,left_only
41.0,12260.0,"Augusta-Richmond County, GA-SC",0.5838056374215975,0.0,0.8860046852565556,0.0,0.0,19.9141540089171,0.0,0.0,100.0,94040.84032343383,30800.317388347314,7067.293886495881,3.743708909544321,4.697800952165042,0.1139953147434444,64.2765812740875,1.0,0.6627370966523086,0.0,0.8860046852565556,0.2768835487039975,-0.0440243252061924,-0.3606829411745688,-0.9471547964963616,-1.1941067719795735,9.000000000000002,3.0000000000000004,6.000000000000001,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,2.9166665077209473,0.49490931630134577,both
,12300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.166339836247852,1.5388254321237238,2.183523703628828,2.497786313555038,1.9050439704841806,0.45373496411604153,0.0,3.6126554129182242,0.0,0.12614980289093294,0.0,2.621617145262629,-1.132710925232324,right_only
42.0,12380.0,"Austin, MN",0.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,25.0,6000.0,6000.0,6000.0,4.0,3.0,1.0,105.0,1.0,0.0,0.0,1.0,0.0,-0.2266302826529194,-1.360311773903363,-0.3474053472372042,-6.497069511828622,,,,,,,,,,,,,,left_only
43.0,12420.0,"Austin-Round Rock-Georgetown, TX",0.9725577613472708,0.0145738442562515,1.0,0.8511452354209877,0.0,53.75703196598747,0.1162858402872046,0.0,47.24494049874934,48417.50012058736,13766.662345045235,3908.987961935737,4.3251052555418505,4.6277588666165945,0.0526381069851091,91.37168126347994,1.0,0.9922737953322354,0.0,1.0,0.9140143188881156,2.7164902439263465,-2.1836730093906365,0.1105102525534182,2.826457079482515,9.873695573947463,3.63787933309344,3.757466714645556,1.6980928391507737,2.6544320498980443,0.3263763943864698,0.0,2.586421974331295,0.588101235456399,1.0,0.06309223941465743,4.504464295151509,0.672544996936133,both
44.0,12540.0,"Bakersfield, CA",0.7386789747076132,0.7047929126079521,0.979902059720201,0.1145646331488543,0.0181221385398187,31.613348346593867,0.0137881218198621,0.0,62.3202923336768,321363.09499782237,91811.4987677796,5979.3071946802065,6.142204612328578,2.367669085076323,0.174800029743252,222.1885828402681,1.0,0.7654479015073455,0.0,0.2207427314927925,0.7812330702471877,0.9970531819943096,-0.2971899241133975,-0.7360866968387003,-0.2247155317126466,10.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,-0.5217211842536926,both
45.0,12580.0,"Baltimore-Columbia-Towson, MD",0.0228302432930637,0.0,0.9728279581359212,0.0712237778217882,0.0,29.966024283603236,0.0060602367422799,0.0,41.00527109580902,21353.946344510292,9508.094508295844,5104.639630718606,4.305004494142381,2.0573513505278713,0.0009353909903871,468.177090537926,1.0,0.9736688959644124,0.9004951173809053,0.9998263280571594,0.9776785850306972,0.6605101429212867,-1.9372995439594112,-0.0165188902217028,-3.558668738277404,9.788671202557587,2.4092138699893435,5.577342405115174,4.105582424788918,2.0595130748422004,1.0,0.0,1.0297565374211002,1.0,1.0,0.40921386998934345,14.074504057709648,1.7158313022401357,both
46.0,12620.0,"Bangor, ME",1.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0,50.0,80000.0,35000.0,20000.0,5.0,2.0,1.0,115.0,1.0,1.0,0.0,1.0,0.0,1.407372783300654,0.2149553714500761,-1.747566016120797,-4.669137317041756,8.043723855760128,2.5175414491160573,3.1815211749259564,2.25983939421697,2.73698513022503,0.2876553387682818,0.0,3.631889102622821,0.26811395071906186,0.26811395071906186,0.17437635492046033,4.4210366577284,-0.2046246703252668,both
,12660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.36193386616518,4.0,2.7238677323303557,1.6380661338348224,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.5583078671054693,0.13614618249424795,right_only
47.0,12680.0,"Bardstown, KY",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,84.0,1.0,0.0,0.0,1.0,0.0,-1.465964486250988,-0.4123637601288123,-0.5497072889135173,-2.17936544579365,,,,,,,,,,,,,,left_only
48.0,12700.0,"Barnstable Town, MA",1.0,0.0335991751827031,1.0,0.9011614155320374,0.1794826697395154,22.267198350365405,0.560026685265488,0.340497922794675,140.41907996482396,72153.57291445552,46137.6010097947,25705.57509779543,4.8847984959214,2.8981168693331716,0.6206568214209904,224.60062467780577,1.0,0.7799132728871638,0.3979076325924129,0.6914212936288928,0.6681929829881432,3.066912117015692,1.7949116912791463,-0.2876474412919646,7.722328994152714,10.93031661124765,2.8893125632499634,4.0,5.019878560069394,2.400498771143559,0.7997506144282204,0.8893125632499639,3.089561948821743,0.0,0.0,0.1106874367500361,6.96624936750036,0.8608944226202154,both
49.0,12740.0,"Barre, VT",1.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,200.0,87120.0,49315.0,8500.0,4.0,2.0,0.0,135.0,1.0,1.0,1.0,0.0,1.0,1.076796781379073,1.089025141290311,-1.859490718370713,-6.977331303972096,6.673522073508002,1.4134946879617243,2.1526121806147134,3.5956464558448666,1.2513625121097152,0.04072652880082695,0.0,3.7774085479707096,0.7292727676179451,0.12011214002348865,0.055647863007322565,2.725379609308849,-1.0219976950025595,both
50.0,12780.0,"Bartlesville, OK",1.0,0.0,1.0,0.0,0.0,25.0,1.0,0.0,0.0,217800.0,56486.66666666666,5000.0,4.0,4.0,1.0,90.0,1.0,1.0,0.0,1.0,0.0,1.343180103747537,-0.5107897406691455,-1.104388382357828,0.3321188572625901,,,,,,,,,,,,,,left_only
,12860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.451896392229418,1.0,2.0,2.581714461917977,3.574313906876349,0.6691335183472094,0.0,2.2434474252235583,0.5743139068763491,0.33086648165279064,0.0,1.5302574776441569,-0.22513490996168165,right_only
